oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
AR-G1002,Energy Efficiency and Renewable Energy in Low-income Housing,2015-07-29T00:00,2017-03-15T00:00,AR,Argentina,Implementation,DU,URBAN DEVELOPMENT AND HOUSING,DU-VIV,HOUSING,IGR,Investment Grants,"This project is to establish regulatory and technical guidelines for the design that will govern the construction of social housing and community equipment (facilities for common use such as social and recreational activities or school tutoring) with energy efficiency (EE) and renewable energies (RE), aimed at reducing consumers¿ energy demand and related GHG emissions and also facilitate innovation, catalyzing support for last generation low-carbon technologies and policy reforms.",14630855.000,85411079.00,70780224.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,ACTIVE
AR-G1003,Adaptation to Climate Change Consequences on the Hydrological Cycle in Cuyo,2014-02-03T00:00,2014-04-24T00:00,AR,Argentina,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-ADA,CLIMATE CHANGE ADAPTATION POLICY,IGR,Investment Grants,"This operation seeks to: i) reduce the water-related vulnerability of agricultural ecosystems, ii) promote an efficient use of water, iii) promoting and transferring new climate change adaptation technologies and iv) generate a communication strategy of lessosn learned that will ensure sustainability of these practices in the future.",1500000.000,1875000.00,375000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,NULL,NULL,SG,EXITED
AR-G1004,Zolvers: A FinTech Platform for Domestic Workers,2018-09-26T00:00,2018-12-17T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-MAJ,MAJORITY MARKETS DEVELOPMENT,IGR,Investment Grants,"The project will support the consolidation of Zolvers, a digital platform to facilitate the operation of the domestic workers' labor market--created as a digital marketplace that, through a proprietary algorithm and a thorough selection process of workers, ensures an effective meeting between supply and demand for these services. The purpose of the project is to help Zolvers to develop and scale up a FinTech channel, as part of its platform; in order to, on the one hand, encourage the financial inclusion of female workers, and on the other, contribute to generate alternative sources of recurring income to the company.",500000.000,1150000.00,650000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,B13,Uncategorized Directive B.13,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
AR-G1006,"Digitalization, New Sources Of Income And Resilience Of Neighborhood Shops",2021-09-01T00:00,2021-11-19T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-MIC,MICROENTERPRISE DEVELOPMENT,IGR,Investment Grants,"The objective of the project is to offer kiosks and neighborhood stores a free online platform (Platform) that allows them to start their digitalization process, managing their business digitally, receiving electronic payments and being able to offer different digital services to the community, such as sending and receiving payments, paying bills and recharging cell phones or transportation cards.",51250.000,51250.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
AR-G1007,Córdoba GovTech: Developing the GovTech Ecosystem for the Transformation of Citizen Services,2021-11-29T00:00,2022-05-03T00:00,AR,Argentina,Implementation,RM,REFORM / MODERNIZATION OF THE STATE,RM-EGO,E-GOVERNMENT,IGR,Investment Grants,"The objective of the project is to support the development of the GovTech innovation ecosystem in Córdoba through the promotion of innovative collaboration between Technology Based Enterprises, innovative SMEs, entrepreneurial support institutions and the public sector, which will allow generating solutions that improve services to citizens.",600000.000,4050500.00,3450500.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,MIF,Multilateral Investment Fund Instrument,NSG,ACTIVE
AR-G1008,Strengthening the Productivity of the Fruit and Vegetable Sector while Respecting the Environment and Human Health,2023-08-31T00:00,2023-11-24T00:00,AR,Argentina,Implementation,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,IGR,Investment Grants,The objective of the project is promote a reduction in the use of agrochemicals by small and medium fruit and vegetable producers through the development of alternative technologies based on RNA and the training of producers.,450000.000,936000.00,486000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,ACTIVE
AR-G1009,Matriarca: an Innovation Platform for the Internationalization of Handicrafts Made by Indigenous Women of the Argentine Gran Chaco,2023-10-18T00:00,2024-01-05T00:00,AR,Argentina,Implementation,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-MIC,MICROENTERPRISE DEVELOPMENT,IGR,Investment Grants,"The proposed solution aims to boost the creative industry in the rural areas of Gran Chaco Argentino, establish a solid structure and foster innovation in the existing handicraft value chain, with the aim of achieving a significant impact on the lives of indigenous women in the Gran Chaco and ensure their participation in the benefits of technology, commerce, and tourism, trade, and tourism.",250000.000,500660.00,250660.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,SMP,Social Entrepreneurship Program & Small Projects,NSG,ACTIVE
AR-G1010,Nat4BIO: Post-harvest Waste Reduction in Food Chains through Nature-based Solutions,2024-10-24T00:00,2024-10-31T00:00,AR,Argentina,Implementation,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,IGR,Investment Grants,"The general objective of the project is to reduce post-harvest waste of fresh fruit in Argentina and to make the fruit and vegetable sector more profitable and sustainable, while at the same time improving the quality of life of the sector's seasonal workers",700000.000,1992600.00,1292600.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,ACTIVE
AR-L1001,Strengthening of the Economic Policy Secretariat,2004-09-08T00:00,2005-05-04T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,LON,Loan Operation,"The project objective is to contribute to the institutional strengthening process of the economic policy and the national development strategy. Specifically, the operation will improve the institutional capacity of the Economic Policy Secretariat for: (i) policy formulation; (ii) economic and social development strategies; and (ii) policy implementation as well as sectoral coordination.",4800000.000,6800000.00,2000000.00,Sovereign Guaranteed,SEF,SEF (Sector Facility),NULL,NULL,C(R),(R) Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1002,Inst Improvement Prog for Productive Sector & Fiscal Admin in Provinces,2004-11-17T00:00,2005-08-24T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,LON,Loan Operation,"The general objective of the program is to contribute to the institutional strenghtening at provincial level, by establishing a framework of medium- and long-term fiscal and financial sustainability, maintaining an adequate fiscal balance through action on both the expenditure and the revenue sides; strengthening and upgrading the GCBA' s public administration by: (i) enhancing the efficiency and transparency of its management functions, and (ii) encouraging the participation of civil society through decentralization and strengthening of the legislative body; and supporting the investment program to ensure satisfactory quality and coverage of public services.",18000000.000,30000000.00,12000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13(R),(R) Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1003,Productive Development and Competitiveness in Mendoza Province,2005-07-06T00:00,2005-08-24T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS,PRIVATE FIRMS AND SME DEVELOPMENT,LON,Loan Operation,"The final objective is to contribute to an competitive provincial economic structure, through focus on value chains articulated in a strengthened public-private sector climate. The purpose is to increase the competitiveness of the value chains located in the seven productive circuits of the Province.",70000000.000,116660000.00,46660000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C(R),(R) Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1004,Improvement of the Competitiveness of Tourism,2005-07-26T00:00,2005-08-24T00:00,AR,Argentina,Closed,TU,SUSTAINABLE TOURISM,TU-DES,DEVELOPMENT TOURISM DESTINATION & PRODUCT MANAGEMENT,LON,Loan Operation,The main objective of the project is to increase revenues generated by visitors to prioritized public tourism areas.,33000000.000,56000000.00,23000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B(R),(R) Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1006,Support for Plan Familias I,2005-10-26T00:00,2006-03-01T00:00,AR,Argentina,Closed,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,LON,Loan Operation,"The program will be divided into three components:
Component 1. Conditional cash transfers. The program will finance conditional cash transfers for poor families.
Component 2. Non-monetary subsidies. Two activities will be financed: (i) workshops regarding adult education, nutrition, infant work eradication, health, and social organization and (ii) after school programs for children.
Component 3. Institutional Strengthening: The development and strengthening of the following systems will be financed: (i) control of conditionalities and registry, (ii) subsidy payment, (iii) monitoring, (iv) evaluation and (v) social risks.",700000000.000,1350000000.00,300000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
AR-L1007,Social Investment Program in Buenos Aires Province,2005-12-07T00:00,2006-11-07T00:00,AR,Argentina,Closed,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,LON,Loan Operation,"The Program's objective is to improve the coverage of services in Education, Health and Human Development, particularly those services targeted to the poorest residents in the Province of Buenos Aires",230000000.000,330000000.00,100000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C(R),(R) Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1008,Institutional Strengthening Program for the National Senate,2004-12-08T00:00,2005-05-04T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,LON,Loan Operation,"The general objective of the program is to support the institutional strengthening of the Argentine Senate so as to improve its parliamentary and administrative management capacity in the context of greater transparency. The program has four components: (i) support for parliamentary management and the lawmaking process; (ii) administrative and financial management of the Senate; (iii) human resources management, optimization, and training; and (iv) change management and public information.",4800000.000,8000000.00,3200000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13(R),(R) Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1009,Public Finance Management Sector,2006-03-01T00:00,2006-05-18T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-FIN,PUBLIC EXPENDITURE MANAGEMENT,LON,Loan Operation,"The project would have three components:
1. Public Investment Strengthening, supporting the development of an integrated public investment management system, consistent with results based budgeting
2. Results based budgeting which would include budget management reforms in order to increase the coverage of the national busget system aned gear the system towards results based budgeting.
3. Public Debt management, which would include all necessary reforms to modernize public debt legislation and systems, required as a result of the profound changes in Argentinian debt in the past few years.",500000000.000,500000000.00,0.00,Sovereign Guaranteed,PBL,PBL (Policy Based Loan),NULL,NULL,NULL,NULL,PBL,Policy-Based Loan,SG,EXITED
AR-L1010,PEF:AR-L1002 Inst.Improvement for Productive Sector & Fiscal Adm in Provinces,2004-08-09T00:00,2004-12-13T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,LON,Loan Operation,EN,350000.000,350000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
AR-L1012,Technological Modernization Program III,2006-04-26T00:00,2006-08-09T00:00,AR,Argentina,Closed,ST,SCIENCE AND TECHNOLOGY,ST-RDI,R&D AND INNOVATION FUNDING,LON,Loan Operation,This program seeks to continue supporting the improvement of the scientific and technological capacity of the country; promote the undertaking of innovation activities in private firms; promote the development of high-level human resources in science and technology; support cluster development; and promote an improvement in the relevance and capacity of the country's key research centers.,280000000.000,510000000.00,230000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1013,Norte Grande Competitiveness Program,2008-08-06T00:00,2009-02-27T00:00,AR,Argentina,Closed,PS,PRIVATE FIRMS AND SME DEVELOPMENT,PS-MDF,MARKET DEVELOPMENT AND FUNCTIONING,LON,Loan Operation,"To increase productive chains competitiveness in the Provinces that are part of the Argentinean NOA-NEA (Norte Grande Region), through the establishment of an institutional mechanism which supports development of these productive chains showing verifiable increases in the competitiveness of the participating companies measured through increases on exports, productivity improvements, increases in dynamic market sales, etc. The purpose consists of implementing a Program that will include components which will support development, with efficient and transparent procedures, promoting associated work between companies, generally through promoter entities present in the nucleuses and/or circuits of economic activity within the region.",16000000.000,20000000.00,4000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1014,Norte Grande Roads Infrastructure Program,2007-02-28T00:00,2007-03-29T00:00,AR,Argentina,Closed,TR,TRANSPORT,TR,TRANSPORT,LON,Loan Operation,"The general objective of the Program is to sustainably improve terrestrial transportation of freight and passengers in the priority corridors, for incrementing the competitiveness of the regional production structure and support economic and social integration of its inhabitants. The purpose of the Program is to reduce the costs of transport and time of travel, complimenting the improvement and rehabilitation of integration corridors with neighbor countries and of national and priority provincial routes that connect the nucleus and circuits of the region's economic activity with local and external markets, increasing security for the users of such routes.",1200000000.000,1500000000.00,300000000.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1015,Water Infrastructure: Northern Provinces Development,2007-01-31T00:00,2007-03-29T00:00,AR,Argentina,Closed,AS,WATER AND SANITATION,AS-GRH,INTEGRAL MANAGEMENT OF WATER RESOURCES,LON,Loan Operation,The objective of this project is to contribute to the development of the northern provinces through the efficient utilization of water resources by regulating its availability for expanding both the agricultural and industrial sectors. Additionally the program will provide clean water and better sewage systems for low income populations and control flooding.,240000000.000,300000000.00,60000000.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1016,Municipal Strengthening Program,2007-03-14T00:00,2007-11-06T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-DES,DECENTRALIZATION & INTERGOVERNMENTAL RELATIONS,LON,Loan Operation,EN,72000000.000,80000000.00,8000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1017,Development of Satellite System and Applications Program,2006-09-06T00:00,2006-11-07T00:00,AR,Argentina,Closed,ST,SCIENCE AND TECHNOLOGY,ST-RDI,R&D AND INNOVATION FUNDING,LON,Loan Operation,"The Program's objective will be to contribute to the gathering, managing, and using of complete spatial information cycles with applications that contribute to the improvement of socio-economic conditions of the country. To achieve those objectives, and given the high-risk characteristics of the Program, the development of a risk mitigation strategy will be needed. The Team will have the initial elements of such a strategy once it receives the requested information from CONAE during the Identification Mission. Some of the elements of that strategy should include the creation of an Expert External Panel to advise the Bank in technical matters, present to the Bank a Management and Action Plan for the entire Program (timetables, budget, responsibilities, milestones, etc.), perform an exhaustive economic evaluation of the Program to estimate the potential ex-ante benefits of the potential applications and the development of feasible projects' profiles according to a potential applications sample that justifies the investment.",50000000.000,150000000.00,100000000.00,Sovereign Guaranteed,PDL,PDL (Performance Driven Loan),NULL,NULL,C(R),(R) Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1019,"CCLIP Neighborhood Upgrading Program, First Individual Project",2007-01-31T00:00,2007-03-29T00:00,AR,Argentina,Closed,DU,URBAN DEVELOPMENT AND HOUSING,DU-NEI,NEIGHBORHOOD UPGRADING,LON,Loan Operation,"The CCLIP and the Individual Loan will contribute to the sustainable improvement of the habitat of the families living in irregular neighborhoods with severe deficiencies in public infrastructure, and do not enjoy ownership of the properties in which they live. The CCLIP and the Individual Loan will have four components: i) Public infrastructure and equipment; ii) Land tenure legalization; iii) Increase of social and human capital; and iv) Institutional strengthening at national and local levels.",350000000.000,390000000.00,40000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1020,Strenghtening the Basic Health Care Strategy (FEAPS),2007-10-17T00:00,2008-11-04T00:00,AR,Argentina,Closed,SA,HEALTH,SA-SER,HEALTH SERVICES,LON,Loan Operation,"The primary objective of the Program is to support the improvement of the population's health, through the strengthening of the primary health care strategy as a system organizer. The specific objectives of the Program are: (i) strengthen the health planning capacities of the Ministry of Health and Environment of the Nation and the Provincial Ministries; and (ii) strengthen the Health Integral Service Network with emphasis on first and second delivery level.",230000000.000,287500000.00,57280000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1021,Norte Grande Electricity Transmission Program,2006-08-02T00:00,2006-11-06T00:00,AR,Argentina,Closed,EN,ENERGY,EN-D&T,NEW POWER DISTRIBUTION & TRANSMISSION PROJECTS,LON,Loan Operation,"The main objective of the Project is to guarantee the coverage of the increasing power demand and the security of the Argentinean Interconnection System (SADI), with the object of contributing to the continuous development of the productive sectors and elevating the standard of life of the population, by rationally making use of the available generation resources of the country. The specific objectives are: i) to interconnect the electrical systems of the Northeast and Northwest Argentinean regions (NOA  NEA) by using a line of extra high tension (LEAT 500kV and associated Transformation Stations) so it can permit and promote the energy exchange between both regions, improving the prices and increasing the quality and security of the electrical provision, in particular for the macro region of Norte Grande; and ii) to consolidate and expand the regional communication nets (high and med tension lines smaller than 500kV with its respective associated transformation stations), laying the foundations for the productive and social development through giving solution to the problems that attempt against the security and reliability of these systems.",580000000.000,725000000.00,145000000.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,A(R),"(R) Likely to cause significant negative impacts, or have profound implications affecting natural resources",INV,Investment Loan,SG,EXITED
AR-L1022,Credit Program Production Development and Employment in San Juan Province,2006-11-08T00:00,2007-02-05T00:00,AR,Argentina,Closed,IS,SOCIAL INVESTMENT,IS,SOCIAL INVESTMENT,LON,Loan Operation,The main objective (goal) of the Program is to support the economic development of the Province of San Juan. The specific objective (purpose) is to strengthen the competitiveness of the Small and Medium Enterprises of the Province in local and foreign markets by improving the access to financing and by promoting the development of the industry with a strong public-private relation.,32600000.000,53000000.00,20400000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C(R),(R) Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1023,BBVA Banco Frances,2005-08-26T00:00,2005-10-19T00:00,AR,Argentina,Closed,TD,TRADE,TD-TAA,TRADE ADJUSTMENT ASSISTANCE,LON,Loan Operation,N/A,25000000.000,25000000.00,0.00,Non-Sovereign Guaranteed,TFP,TFP (Trade Finance Facilitation Guarantee),TFF,Trade Financing Facility,NULL,NULL,IIC,IDB Invest,NSG,EXITED
AR-L1024,PEF:AR-L1017 Development of Satellite System and Applications (PROSAT),2006-01-27T00:00,2006-05-09T00:00,AR,Argentina,Closed,ST,SCIENCE AND TECHNOLOGY,ST-RDI,R&D AND INNOVATION FUNDING,LON,Loan Operation,"The objective of this PROPEF is to finance studies and activities that will support the design and starting execution of PROSAT (AR-L1017) AT), before its first disbursement, in order to decrease the possible risks of late and not so convenient execution.",1500000.000,1500000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
AR-L1025,Solid Waste Management Program for Touristic Municipalities,2007-06-06T00:00,2007-11-06T00:00,AR,Argentina,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,"The objective of the program is to provide infrastructure and improve the local capacity to provide GIRSU services in national parks and surrounding municipalities, as well as in other touristic municipalities that lay outside of the provincial solid waste collection network.",60000000.000,75000000.00,15000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1026,Clean Production and Environment Management,2007-05-16T00:00,2007-11-06T00:00,AR,Argentina,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA-AMB,ENVIRONMENTAL MANAGEMENT AND GOVERNANCE,LON,Loan Operation,To promote policies and practice in cleaner production and ecoefficiency in S&MEs in Argentina and improve environmental management and rehabilitation in the mining sector.,40000000.000,50000000.00,10000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
AR-L1027,Social Development Provincia de Córdoba,2006-08-02T00:00,2006-11-07T00:00,AR,Argentina,Closed,IS,SOCIAL INVESTMENT,IS-ECD,EARLY CHILDHOOD DEVELOPMENT,LON,Loan Operation,"Support the the Province of Cordoba in the implementation of its social development policy in three prioritiy sectors: education, health and social housing.",180000000.000,237000000.00,57000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1028,Banco Rio de la Plata S/A,2005-12-21T00:00,NULL,AR,Argentina,Closed,TD,TRADE,TD-TAA,TRADE ADJUSTMENT ASSISTANCE,LON,Loan Operation,Uncommitted credit line of US$20 million for Banco Rio de la Plata S/A under the regional trade finance facilitation program.,20000000.000,20000000.00,0.00,Non-Sovereign Guaranteed,TFP,TFP (Trade Finance Facilitation Guarantee),NULL,NULL,NULL,NULL,IIC,IDB Invest,NSG,EXITED
AR-L1030,Provincial Agricultural Services II-PROSAP II,2008-01-16T00:00,2008-04-17T00:00,AR,Argentina,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-DEV,SUSTAINABLE AGRICULTURAL DEVELOPMENT,LON,Loan Operation,"To support the process of productive development in the provincial economies of the rural sector, through the increase in public investment in productive infrastructure and agricultural services, together with incentives to private investments.",200000000.000,250000000.00,50000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1031,CCLIP: Water and Sanitation for Small Communities,2007-09-05T00:00,2008-04-06T00:00,AR,Argentina,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,"To increase, at the national level, the coverage of potable water and/or sewerage services, especially to sectors located away from urban centers, diminishing the incidence of waterborne diseases. To contribute to the sustainable environmental preservation trough the construction of sewerage and sewage treatment works avoiding surface and groundwater contamination. To reactivate the regional economies trough public works execution, contributing to the development and reactivation of small and medium companies and the generation of new jobs.",120000000.000,150000000.00,30000000.00,Sovereign Guaranteed,GOM,GOM (Global of Multiple Works Operation),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1032,Food and Agriculture Health and Quality Management Program (CLIPP),2008-01-09T00:00,2008-04-17T00:00,AR,Argentina,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-SAN,AGRICULTURAL HEALTH AND FOOD SAFETY,LON,Loan Operation,"The Program will have five components: i) animal health, with the purpose of strengthening the permanent epidemic surveillance services, risk analysis, traceability and sanitary emergency, animal quarantine, animal health lab services; ii) plant health, includes the permanent phytosanitary surveillance services, monitoring and plague risk analysis, phytosanitary quarantine and phytosanitary labs; iii) food harmlessness, it is comprised by certification, food and agriculture quality, control of vegetal originated products and control of animal originated products including fishery products; iv) institutional management, with the purpose of assuring the continuous quality of the health services, while adhering to the guidance of experts and to the experience of the SENASA, the local entity in charge of health and quality of food and agriculture; and v) regional agricultural health and quality integration.",100000000.000,143000000.00,43000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B,Likely to cause mostly local and short-term negative environmental and associated social impacts and for which effective mitigation measures are readily available,INV,Investment Loan,SG,EXITED
AR-L1033,SMEs Credit Access and Competitiveness Program,2007-08-01T00:00,2007-11-06T00:00,AR,Argentina,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,LON,Loan Operation,"The objective of the Operation is to contribute to the improvement of the competitiveness and the increase of local value added on the argentinean SMEs, through the promotion of credit access for medium and long term investments and the external professional services. Also the Program will redesign and fortify a network of local institutions of promotion of the SMEs.",50000000.000,74000000.00,24000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,B13,Uncategorized Directive B.13,INV,Investment Loan,SG,EXITED
AR-L1034,PEF:AR-L1031 Potable Water and Sanitation Program,2006-09-25T00:00,2006-12-28T00:00,AR,Argentina,Closed,AS,WATER AND SANITATION,AS,WATER AND SANITATION,LON,Loan Operation,To support the AR-L1031 program preparation,180000.000,180000.00,0.00,Sovereign Guaranteed,PPE,PPE (Project Preparation Execution),NULL,NULL,NULL,NULL,INV,Investment Loan,SG,EXITED
AR-L1035,Multi-sectorial Pre-investment Program III (CCLIP),2007-09-12T00:00,2007-11-06T00:00,AR,Argentina,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,LON,Loan Operation,"The aim of the program is to increase the efficiency, optical allocation, and the productivity of the public investment that contributes to the economic and social developments of the country through the elaboration of general and specific pre-investment studies. The program has two components: (i) the preparation of pre-investment studies (specific pre-feasibility studies, feasibility and final draws of projects that respond to the strategy and the priorities established by the authorities and general studies) and general studies, including global and sectorial studies that will assist in the identification of specific projects or in the analysis of alternatives for decision making about the opportunities and conveniences of analyzing an operation; and (ii) support of studies' management, including consultancies to support the identification of ideas or the preparation of TORs of projects or pre-investment programs.",20000000.000,25000000.00,5000000.00,Sovereign Guaranteed,ESP,ESP (Specific Investment Operation),NULL,NULL,C,Likely to cause minimal or no negative environmental and associated social impacts,INV,Investment Loan,SG,EXITED
