oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
TC9402166,Strategy Design for Social Sectors,1994-04-13T00:00,NULL,EC,Ecuador,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402265,Org. of National Environmental System,1994-11-16T00:00,1994-12-11T00:00,CR,Costa Rica,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,"THE PREPARATION OF A TECHNICAL COOPERATION TO DEVELOP A NATIONAL ENVIROMENTAL SISTEM TO PROGRAM ENVIROMENTAL PROJECTS, WHICH COMPLEMENTS THE ENVIRONMENTAL STRATEGY FOR THE COUNTRY.",2600000.000,3230000.00,630000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402273,Training Enterprises Managers Mercosur,1994-06-30T00:00,1994-06-30T00:00,RG,Regional,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402299,Ciia. Ciat: Basic Program,1995-01-18T00:00,1995-02-10T00:00,RG,Regional,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG,AGRICULTURE AND RURAL DEVELOPMENT,TCP,Technical Cooperation,EN,1750000.000,1750000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402306,Thermal Generation Tech.for Short Term,1994-08-08T00:00,1994-08-08T00:00,RG,Regional,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,EN,90000.000,90000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402314,Research Centers Network,1995-04-19T00:00,NULL,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM,REFORM / MODERNIZATION OF THE STATE,TCP,Technical Cooperation,EN,7700000.000,8800000.00,1100000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402322,Ppf: Road Administration Program,1994-10-28T00:00,1994-12-23T00:00,GU,Guatemala,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402380,Descent. Action Plan for Health Sector,1994-04-08T00:00,NULL,GU,Guatemala,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402398,Preparation 1995-Health Budget,1994-05-18T00:00,NULL,GU,Guatemala,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9402455,Judicial Sector Modernization,1994-05-10T00:00,NULL,HO,Honduras,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,26000.000,26000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403031,Labor Union Training Program/Conference,1994-10-26T00:00,NULL,RG,Regional,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,MAKE A SEMINAR ON NOVEMBER 1994 ON WORKERS-BUSINESSMAN-GOVERNMENT CONCERTATION WITH UNION REPRESENTATIVES OF THE REGION.,276500.000,276500.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403065,Ppf Ni-0041: Public Reform Program,1994-07-28T00:00,NULL,NI,Nicaragua,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403099,Support Policy Planning Unit M. Health,1994-10-26T00:00,1994-12-11T00:00,BL,Belize,Closed,SA,HEALTH,SA,HEALTH,TCP,Technical Cooperation,"SUPPORT TO THE MINISTRY OF HEALTH/ AND ITS PLANNING UNIT FOR POLICY PREPARATION AND IMPLEMENTATION IN THE HEALTH SECTOR, AND PREPARATION OF AN INVESTMENT PROJECT.",1800000.000,2000000.00,200000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403106,Strengthening to Judicial System,1994-03-28T00:00,1994-03-28T00:00,NI,Nicaragua,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"ASSIST THE SUPREME COURT IN THE PREPARATION OF JUDICIARY SECTOR STRENGTHENING PROGRAM IN THE FOLLOWING ASPECTS: (I) ORGANIZAIONAL, (II) TRAINING OF OFFICIALS, (III) CONFLICT RESOLUTION , (IV) CIVIL RIGHTS, (V) PHYSICAL INFRASTRUCTURE.",30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403114,Carbon Offset Workshop,1994-04-18T00:00,1994-04-18T00:00,RG,Regional,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,EN,38000.000,38000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403122,Support to Program for Fighting Aids,1994-10-26T00:00,1994-12-11T00:00,HO,Honduras,Closed,SA,HEALTH,SA,HEALTH,TCP,Technical Cooperation,"STRENGTHENING OF THE INSTITUTIONAL CAPACITY OF LOCAL AGENCIES INVOLVED IN FIGHTING AIDS IN HONDURAS, INCLUDING TRAINING OF PERSONNEL, ADVISORY SERVICES BY SHORT TERM CONSULTANTS, DESIGN OF EDUCATIONAL PROGRAMS, DRAFTING OF LAWS AND REGULATIONS, AND EQUIPMENT.",1800000.000,1970000.00,170000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403148,Supporting Program for Fighting Aids,1994-05-10T00:00,NULL,HO,Honduras,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403156,Support for Small Projects Preparation,1994-02-25T00:00,NULL,PE,Peru,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,THIS NGO HAS REQUESTED A SHORT TERM TECHNICAL COOPERATION FOR INSTITUTIONAL STRENGTHENING AND THE PREPARTION OF A PACKAGE OF SMALL PROYECTS.,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403221,Technical Assis.to Municipal Governments,1994-03-28T00:00,NULL,PE,Peru,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403239,Local Development and Municipal Finances,1994-03-28T00:00,1994-03-28T00:00,PE,Peru,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,N/A,29972.000,29972.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403255,Forums to Promote a Social Agenda,1994-06-10T00:00,1994-07-14T00:00,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,FOUR ACTIVITIES WILL BE CARRIED OUT: WRITING A BASIC DOCUMENT WHICH WILL PRESENT THE ECONOMIC AND SOCIAL SITUATION OF THE REGION; FIVE CONSULTATIONS WITH APPROXIMATELY 12 REPRESENTATIVES OF THE MAIN SECTORS OF THE REGION; A FINAL MEETING OF A SELECTE GROUP OF PARICIPANTS OF THE SECTORAL MEETINGS AND A FINAL DOCUMENT WHICH WILL BE SUBMITTED BY THE CSP TO THE UNITED NATIONS SOCIAL DEVELOPMENT SUMMIT IN COPENHAGEN IN 1995.,150000.000,252000.00,102000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403396,"""women & Mercosur"" Training Program",1994-08-10T00:00,1994-12-15T00:00,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"TO TRAIN, TO INFORM AND TO SENSITIZE, THROUGH A WORKSHOP, THE GOVERNMENTAL AND NON-GOVERNMENTAL REPRESENTATIVES WHO ARE INVOLVED IN THE PROCESS OF ESTABLISH THE MERCOSUR, THE ONGS AND MOVEMENTS INVOLVED IN THE WOMEN PROMOTION INTO THE WORK MARKET, ON THE REPERCUSSION OF THE INTEGRATION PROCESS IN THE WOMEN WORK FORCE, TO OBTAIN THE SAME OPPORTUNITIES AND TREATMENT",149000.000,200000.00,51000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403403,Social Investment Program,1994-05-23T00:00,NULL,PR,Paraguay,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403461,Preparation Small Projects Package,1994-03-09T00:00,NULL,BR,Brazil,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403479,Physically Handicapped Diagnosis,1994-03-11T00:00,NULL,UR,Uruguay,Cancelled,SA,HEALTH,SA,HEALTH,TCP,Technical Cooperation,"THE OBJECTIVE IS TO PREPARE A DIAGNOSIS OF THE PHYSICALLY AND MENTALLY HANDICAPED, AND TO DESIGN PROGRAMS DIRECTED TO EXPAND JOB OPPORTUNITIES AND THE SUPPLY OF REHABILITATION SERVICES FOR THIS TARGET POPULATION.",30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403487,Women in the Americas:participation,1994-02-23T00:00,NULL,RG,Regional,Closed,IS,SOCIAL INVESTMENT,IS-GDI,GENDER EQUALITY & WOMENS EMPOWERMENT,TCP,Technical Cooperation,EN,100000.000,100000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403495,Support to Pro-Comunidad,1994-02-14T00:00,NULL,DR,Dominican Republic,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,EN,9800.000,9800.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9403502,Technical/Vocational Training for Women,1995-11-27T00:00,1997-12-02T00:00,RG,Regional,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,"The general goal of this project is to increase productivity and employment opportunities to support women's contributions to development and advance the process of poverty reduction in the region. The project aims to: (a) generate conditions that promote equal participation of women in technical/vocational training and increase the technical level and range of training options offered to women; (b) adjust the training offered to labor market demand; and © disseminate the models and methodologies developed throughout the Latin American region. The program comprises of: (i) Subprogram 1: Development and testing of a new methodology in four countries through pilot technical and vocational training programs; and (ii) Subprogram 2: Promotion regional dissemination and evaluation of the program.CANCELLED: ATN/MH-5081-RG(EC) for $977,323 (TC9710022)",650523.000,793623.00,143100.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404013,Economic Power Tariffs,1994-03-07T00:00,1994-03-07T00:00,RG,Regional,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,EN,6500.000,6500.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404021,Economic Power Tariffs,1994-03-02T00:00,NULL,RG,Regional,Closed,EN,ENERGY,EN,ENERGY,TCP,Technical Cooperation,EN,8000.000,8000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404039,Development Small and Medium Enterprises,1994-04-21T00:00,NULL,RG,Regional,Closed,IN,INDUSTRY,IN,INDUSTRY,TCP,Technical Cooperation,EN,24000.000,24000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,IIC,IDB Invest,NSG,EXITED
TC9404047,Technology Policy Evaluation,1994-03-15T00:00,NULL,CH,Chile,Closed,ST,SCIENCE AND TECHNOLOGY,ST,SCIENCE AND TECHNOLOGY,TCP,Technical Cooperation,EN,27000.000,27000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404055,Training for Exchange Rate Risk System,1994-02-25T00:00,NULL,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,18500.000,18500.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404063,Enterpreneurs Development Centers,1995-02-15T00:00,1995-06-15T00:00,AR,Argentina,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"CENTERS FOR MANAGEMENT SERVICES TO PROVIDE ESPECIALIZED DIAGNOSIS, TRAINNING, FINANCIAL INFORMATION AND ASSISTANCE, ETC.",8475000.000,11383100.00,2908100.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404071,Multisectoral Preinvestment Programs,1994-04-20T00:00,NULL,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,27210.000,27210.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404089,Oecs Market Development Program,1996-09-25T00:00,1996-11-01T00:00,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,"This project will help eight small Caribbean states establish electronic systems. Resources will also be used to improve productive activities of the private sector and the competitiveness of exportation. To establish this system corresponding laws will be edited, as well as buying and selling regulation, compensation and liquidation. Electronic forms will be prepared to facilitate the access in all of the islands to companies' financial information. The network of operations will include the islands of Anguila, Antigua and Barbuda, Dominica, Grenada, Montserrat, St. Kitts y Nevis, St. Lucia, St. Vincent and the Grenadines.",1223000.000,1989000.00,766000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404097,Training Social Investment Program,1994-02-23T00:00,NULL,PR,Paraguay,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,9425.000,9425.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404104,Development Coastal Area Bay of Asuncion,1994-06-08T00:00,NULL,PR,Paraguay,Closed,DU,URBAN DEVELOPMENT AND HOUSING,DU,URBAN DEVELOPMENT AND HOUSING,TCP,Technical Cooperation,DEFINITION OF THE IMPLEMENTATION PHASES OF THE MASTER PLAN AND IDENTIFICATION OF THE FIRST PHASE OF INVESTMENTS AND OTHER ACTIONS TO RESOLVE THE PROBLEM OF ANNUAL FLOODING OF THE COASTAL AREA OF THE CITY OF ASUNCION.,146000.000,146000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404112,Diagnostic Labor Market/Training Needs,1994-06-29T00:00,1994-06-29T00:00,HO,Honduras,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404138,Inst. Strengthening National Congress,1994-03-17T00:00,NULL,PR,Paraguay,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404146,National Public Registry System,1994-03-17T00:00,NULL,PR,Paraguay,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404154,Regulatory Framework for Microenterprise,1994-03-29T00:00,NULL,BR,Brazil,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404170,Profund International s.a.,1994-12-14T00:00,NULL,RG,Regional,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,EQU,Equity,PROFUND WAS CREATED BY ACCION INTERNATIONAL AND THREE NGOS TO HELP CREATE OR STRENGTHEN INSTITUTIONS THAT PROVIDE FINANCIAL SERVICES TO MICROENTERPRISES IN LATIN AMERICA. IT WAS ESTABLISHED IN PANAMA IN 1993 TO OPERATE ON A FOR-PROFIT BASIS TO PROVIDE EQUITY AND LONG-TERM DEBT FINANCING TO ELIGIBLE FINANCIAL INSTITUTIONS IN ORDER THEY MAY EXPAND THEIR OPERATIONS ON A SUSTAINABLE BASIS. PROFUND WILL PROVIDE TECHNICAL ASSISTANCE AS EQUITY.,3000000.000,3000000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404188,Justice Sector Experiences Interchanges,1994-03-03T00:00,NULL,CO,Colombia,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,12000.000,12000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404196,Inst.strengthening National Congress,1994-03-25T00:00,NULL,EC,Ecuador,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,20000.000,20000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404203,Ppf: Bo0028 Inst.strengthening of Mdsma,1994-05-03T00:00,1994-08-22T00:00,BO,Bolivia,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404229,Inst.streng.san Fco.de Macoris'township,1995-06-12T00:00,1995-09-29T00:00,DR,Dominican Republic,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM,REFORM / MODERNIZATION OF THE STATE,TCP,Technical Cooperation,"TROUGH THE USE OF CONSULTING SERVICES, PROVIDE ASSISTANCE TO THE MUNICIPAL GOVERNMENT FOR THE MODERNIZATION OF ITS ADMINISTRATIVE STRUCTURE, AND FOR IMPROVING TAX COLLECTION AND OVERALL PERFORMANCE",220000.000,270000.00,50000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404237,Support Planning Tourism Areas,1995-01-18T00:00,NULL,DR,Dominican Republic,Closed,TU,SUSTAINABLE TOURISM,TU,SUSTAINABLE TOURISM,TCP,Technical Cooperation,EN,300000.000,426000.00,126000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404245,Ecological Assessment Parque Na.del Este,1994-05-26T00:00,1994-05-26T00:00,DR,Dominican Republic,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,29920.000,29920.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404253,Support to Pecoar,1994-04-08T00:00,NULL,GU,Guatemala,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404302,Support Widening Caribbean Integration,1994-11-09T00:00,1995-02-16T00:00,RG,Regional,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,900000.000,1000000.00,100000.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404328,Survey of the Microentreprise Sector,1994-04-08T00:00,NULL,SU,Suriname,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404336,Technological Policies Evaluation,1994-05-12T00:00,NULL,CH,Chile,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404352,Investment Banco Departamental los Andes,1994-05-18T00:00,NULL,BO,Bolivia,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,EQU,Equity,EN,400000.000,400000.00,0.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404360,Workshop On Alterntive Develop. Models,1994-04-19T00:00,NULL,RG,Regional,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404378,Non Traditional Training for Women,1997-04-09T00:00,1999-04-19T00:00,RG,Regional,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,1650000.000,2425000.00,775000.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404386,Inst.strengthening of President's Office,1994-04-22T00:00,NULL,PR,Paraguay,Closed,RM,REFORM / MODERNIZATION OF THE STATE,RM-PUB,REFORM AND PUBLIC SECTOR SUPPORT,TCP,Technical Cooperation,EN,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404394,Support to Micro & Small Entreprise,1994-03-24T00:00,NULL,CH,Chile,Closed,FM,FINANCIAL MARKETS,FM-BNK,BANKING MARKET DEVELOPMENT,TCP,Technical Cooperation,EN,7550.000,7550.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404427,Prepare Small Projects,1994-04-19T00:00,NULL,BO,Bolivia,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404435,Agricultural Commodities Exchange,1995-11-15T00:00,1996-02-21T00:00,ES,El Salvador,Closed,AG,AGRICULTURE AND RURAL DEVELOPMENT,AG-RES,AGRICULTURAL RESEARCH AND INNOVATION,TCP,Technical Cooperation,"This project seeks to provide a more efficient alternative marketing channel for a basic commodities by assuring the long term financial viability of the incipient Exchanges in Costa Rica, El Salvador, Nicaragua and the Dominican Republic. This is to be achieved through targeted assistance to the legal and operational structure of the Exchanges, to the underlying technical specifications for the commodities to the traded and to the marketing effort requires to capture significantly increased volume of selected products to be traded.",685530.000,876130.00,190600.00,Non-Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Multilateral Investment Fund Instrument,NSG,EXITED
TC9404443,Living Standards Survey Urban Areas,1994-05-16T00:00,NULL,PE,Peru,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404451,Living Standards Survey Rural Areas,1994-05-16T00:00,NULL,PE,Peru,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404469,Port Investment Needs Study,1994-05-11T00:00,NULL,AR,Argentina,Closed,TR,TRANSPORT,TR,TRANSPORT,TCP,Technical Cooperation,EN,86000.000,86000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404477,Ppf Pr-0038: Work Force Training,1994-04-04T00:00,NULL,PR,Paraguay,Closed,ED,EDUCATION,ED,EDUCATION,TCP,Technical Cooperation,EN,150000.000,150000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404485,Adit.fina.environmental National Program,1994-05-25T00:00,NULL,PR,Paraguay,Closed,PA,ENVIRONMENT AND NATURAL DISASTERS,PA,ENVIRONMENT AND NATURAL DISASTERS,TCP,Technical Cooperation,EN,105000.000,105000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
TC9404493,Project Preparation,1994-04-27T00:00,1994-04-27T00:00,NI,Nicaragua,Closed,NULL,NULL,UND,NULL,TCP,Technical Cooperation,N/A,30000.000,30000.00,0.00,Sovereign Guaranteed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
