access_rights,access_url,cache_last_updated,cache_url,compress_format,created,data_notes,datastore_active,datastore_contains_all_records_of_source_file,described_by,described_by_type,description,file_id,format,hash,hidden_res,id,indicator_category,is_indicator,language,last_modified,metadata_modified,mimetype,mimetype_inner,name,number_of_variables,package_format,package_id,position,related_resource,resource_type,rights,size,state,theme,theme-en,theme-es,theme-fr,theme-pt_BR,url,url_thumbnail,url_type,visualization_type,spatial_coverage
,https://data.iadb.org/dataset/9cd9a75d-b964-4029-8983-19fa0651c216/resource/dfa0c412-6570-4375-9ee1-267bdb39070e,,,,2025-10-22T16:03:15.104031,"{'en': '', 'es': '', 'fr': '', 'pt_BR': ''}",True,False,,,List of Inter-American Development Bank (IDB) projects.,fc342d1e-fdc9-4590-8d47-c4499a89d381,CSV,c79d5933862a78a0075260e3fbb389c7,False,dfa0c412-6570-4375-9ee1-267bdb39070e,,False,['Spanish'],2026-04-23T13:04:21.546214,2026-04-23T13:04:21.711764,,,ES - Listado de Proyectos BID,,,9cd9a75d-b964-4029-8983-19fa0651c216,0,,,"{'en': '', 'es': '', 'fr': '', 'pt_BR': ''}",,active,{},,,,,https://data.iadb.org/file/download/fc342d1e-fdc9-4590-8d47-c4499a89d381,,upload,,"[{'bbox': '', 'centroid': '', 'geom': '', 'label': {'en': '', 'es': '', 'fr': '', 'pt_BR': ''}, 'uri': ''}]"
