oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
CH-T1311,Apoyo al cumplimiento de las metas climáticas y de biodiversidad del país,2024-12-06T00:00,2024-12-06T00:00,CH,Chile,Implementación,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-ADA,POLÍTICA DE ADAPTACIÓN AL CAMBIO CLIMÁTICO,TCP,Cooperación Técnica,"El objetivo de esta CT es apoyar el cumplimiento de los objetivos climáticos y de biodiversidad del país, los cuales son esenciales para el logro de las metas establecidas en la operación CH-L1179, tanto en la primera como en la segunda operación de la serie programática. Los objetivos específicos de la CT son: (i) apoyar el diseño e implementación de los instrumentos derivados de la Ley Marco de Cambio Climático (LMCC) para la planificación climática a nivel sectorial y subnacional; (ii) fortalecer la institucionalidad del país para la acción climática, el desarrollo sostenible y la protección de la biodiversidad; y (iii) introducir políticas que incentiven inversiones públicas y privadas en iniciativas neutras en carbono y resilientes.",300000.000,300000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1312,Apoyo a la Agilización de la Inversión para el Desarrollo Sostenible en Chile,2024-08-16T00:00,2024-08-16T00:00,CH,Chile,Implementación,ST,CIENCIA Y TECNOLOGIA,ST-REG,"POLÍTICA E INSTITUCIONES DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",TCP,Cooperación Técnica,"El objetivo general de la Cooperación Técnica (CT) es apoyar al Ministerio de Economía, Fomento y Turismo en el fortalecimiento e implementación de sus planes de agilización de la inversión para el desarrollo productivo sostenible. Los objetivos específicos son: (i) fortalecer los instrumentos de apoyo al desarrollo productivo sostenible en Chile; y (ii) mejorar los procesos de otorgamiento de permisos para favorecer inversiones.",150000.000,150000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1315,Apoyo al Programa para la Sostenibilidad de los Servicios de Agua y Electricidad de Rapa Nui,2024-04-24T00:00,2024-04-24T00:00,CH,Chile,Implementación,AS,AGUA Y SANEAMIENTO,AS-AGU,ABASTECIMIENTO DE AGUA EN ZONAS URBANAS,TCP,Cooperación Técnica,"El objetivo general de esta Cooperación Técnica (CT) es apoyar la preparación y ejecución del Programa de Sostenibilidad de los Servicios de Agua y Electricidad de Rapa Nui (CH-L1182). Los objetivos específicos son: i) financiar los análisis financieros, técnicos, institucionales y ambientales que se requieren para la preparación del programa; y ii) financiar los estudios de ingeniería que se requieren para definir la cartera de inversión del Programa.",400000.000,400000.00,NULL,SG,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CH-T1316,Apoyo al Programa de Transición hacia una Economía Carbono Neutral y Resiliente,2024-10-11T00:00,2024-10-11T00:00,CH,Chile,Implementación,AS,AGUA Y SANEAMIENTO,AS-GRH,ORDENACIÓN INTEGRAL DE LOS RECURSOS HÍDRICOS,TCP,Cooperación Técnica,"El objetivo general de esta Cooperación Técnica es apoyar el cumplimiento de las Medidas de Política incluidas en el Programa de Transición hacia una Economía Carbono Neutral y Resiliente (CH-L1179), tanto en su primera como segunda operación. Los objetivos específicos son: (i) apoyar las medidas de política asociadas con la planificación climática del Gobierno de Chile en todos los sectores y niveles de gobierno (nacional, regional, municipal); (ii) apoyar las medidas de política asociadas al fortalecimiento de la institucionalidad climática y ambiental, puntualmente en materia de optimización de permisos sectoriales; y (iii) apoyar las medidas de política asociadas con la introducción de regulaciones que incentiven inversiones públicas y privadas alineadas con la carbono neutralidad y resiliencia.",350000.000,350000.00,NULL,SG,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CH-T1318,Apoyo a la Estrategia de Transformación Digital del Estado de Chile,2024-07-19T00:00,2024-07-19T00:00,CH,Chile,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-EGO,GOBIERNO EN LÍNEA,TCP,Cooperación Técnica,"El objetivo de esta CT es contribuir a los esfuerzos del Gobierno de Chile en fortalecer las capacidades institucionales que aceleren la transformación digital del Estado y financiar los insumos claves para el desarrollo de actividades clave de la operación 5758/OC-CH. Específicamente, esta CT apoyará el diseño e implementación de estudios, planes y diagnósticos tendientes a fortalecer las condiciones digitales habilitantes en las entidades públicas.",130000.000,130000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1320,"Adaptación, implementación y evaluación de estrategias de prevención, investigación y persecución de delitos violentos en contexto de crimen organizado",2024-08-09T00:00,2024-08-09T00:00,CH,Chile,Implementación,IS,INVERSIONES SOCIALES,IS-SEC,SEGURIDAD CUIDADANA,TCP,Cooperación Técnica,"El objetivo de esta CT es apoyar los esfuerzos de las instituciones clave del sistema de seguridad y justicia en la gestión, implementación y evaluación de iniciativas clave en la prevención e investigación de los delitos violentos en contextos de criminalidad compleja. Específicamente esta CT permitirá realizar los estudios, diagnósticos, y evaluaciones de proceso e impacto, necesarias para: (i) mejorar los instrumentos de toma de decisiones de los gestores de la seguridad pública, impulsada por datos y basados en evidencia; y (ii) modernizar modelos de prevención y control de la violencia, a través de la generación de conocimiento y evidencia empírica.",140000.000,140000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1321,Apoyo a la descentralización subnacional para una planificación y gestión urbana para la carbono-neutralidad y resiliencia,2025-07-25T00:00,2025-07-25T00:00,CH,Chile,Implementación,DU,DESARROLLO Y VIVIENDA URBANOS,DU-HER,REHABILITACIÓN Y PATRIMONIO URBANOS,TCP,Cooperación Técnica,"Apoyar a la Subsecretaría de Desarrollo Regional y Administrativo (SUBDERE), para la realización de actividades que complementen la implementación de los préstamos CH-L1180 y CH-L1176 (5924/OC-CH), en el proceso de descentralización subnacional—tanto para los GORE y Áreas Metropolitanas, como gobiernos locales y sus intervenciones a escala barrial—. Ambas operaciones generarán una planificación y gestión urbana inclusiva y resiliente mediante el fortalecimiento de equipos subnacionales, así como la utilización de instrumentos de planificación y ordenamiento territorial y programas locales de gestión de infraestructura descentralizada.",500000.000,500000.00,NULL,SG,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CH-T1322,Mejora de la Calidad del Gasto en Compras Públicas,2024-07-16T00:00,2024-07-16T00:00,CH,Chile,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-FIN,GESTIÓN DEL GASTO PÚBLICO,TCP,Cooperación Técnica,"El objetivo de la CT es apoyar a ChileCompra, que ha solicitado el apoyo del BID para mejorar la eficiencia y la transparencia del gasto en compras públicas a través del fortalecimiento del sistema de compras públicas del Estado durante la implementación de La Ley 21.634.",150000.000,150000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1323,Apoyo a la gestion sostenible de los bosques nativos de Chile,2024-11-20T00:00,2024-11-20T00:00,CH,Chile,Implementación,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-BIO,CONSERVACIÓN DE LA BIODIVERSIDAD Y DE ZONAS PROTEGIDAS,TCP,Cooperación Técnica,"La CT tiene como objetivo apoyar técnicamente a la Corporación Nacional Forestal (CONAF) para la gestión sostenible de los bosques nativos en las regiones de Los Ríos y Los Lagos, que abarcan el 25.4% de la superficie nacional de bosque nativo de Chile. Esta CT tiene 3 objetivos específicos; (i) apoyar la creación de conocimiento y fortalecimiento de capacidades de la industria del bosque nativo y de los propietarios de tierras para incorporar cambio climático y biodiversidad; (ii) apoyar al diseño de planes de cambio climático y biodiversidad e instrumentos de gestión forestal; y (iii) promover la incorporación del capital natural en la toma de decisiones.",410000.000,986300.00,576300.00,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1324,Foro Nacional de Cuenta Pública: Promoviendo la Transparencia y Responsabilidad Empresarial Minera – Fase 2,2024-02-06T00:00,2024-02-06T00:00,CH,Chile,Implementación,EN,ENERGIA,EN-PET,NUEVAS INDUSTRIAS DEL PETRÓLEO Y EL GAS E INDUSTRIAS EXTRACTIVAS,TCP,Cooperación Técnica,"El objetivo de esta cooperación técnica (CT) es la implementación progresiva del Foro Nacional de Sostenibilidad y Cuenta Pública Anglo-American Chile, de acuerdo con los lineamientos establecidos en el marco del proyecto CH-T1265, y en el marco de compromisos de política pública en el sector minero con la mejora de la transparencia y rendición de cuentas.",396576.000,396576.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1325,"Apoyo al desarrollo productivo, territorial y social de la Región de Magallanes",2024-07-25T00:00,2024-07-25T00:00,CH,Chile,Implementación,IS,INVERSIONES SOCIALES,IS-EMP,RECURSOS HUMANOS Y DESARROLLO DE LA FUERZA LABORAL,TCP,Cooperación Técnica,El objetivo de la Cooperación Técnica (CT) es apoyar la generación de evidencia para el diseño de políticas públicas y el fortalecimiento de capacidades en temas de desarrollo sostenible en la Región de Magallanes y de la Antártica Chilena (región Magallanes).,200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1326,"Asociaciones Público-Privadas sostenibles, innovadoras, y eficientes en Chile: análisis, implementación, y evaluación de iniciativas",2024-09-06T00:00,2024-09-06T00:00,CH,Chile,Implementación,OT,OTROS,OT,OTROS,TCP,Cooperación Técnica,"Apoyar y desarrollar recomendaciones para el fortalecimiento del Programa Chileno de Concesiones mediante la Dirección General de Concesiones, en la identificación, análisis, implementación y evaluación de iniciativas de concesión sostenibles, innovadoras, y eficientes.",250000.000,250000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1327,Apoyo técnico a la preparación y ejecución del Programa de Apoyo al Desarrollo Portuario en la Región Central de Chile - Primera Operación Individual,2024-11-06T00:00,2024-11-06T00:00,CH,Chile,Implementación,TR,TRANSPORTE,TR-PDO,INFRAESTRUCTURA DE PUERTOS,TCP,Cooperación Técnica,"Los objetivos de la CT corresponden a otorgar insumos técnicos a empresas portuarias que permitan apoyar y robustecer el desarrollo del proyecto Programa de Apoyo al Desarrollo Portuario en la Región Central de Chile - Primera Operación Individual, mediante consultorías, análisis y otros estudios.",250000.000,250000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1328,"Fortalecimiento de mecanismos de Inversión, Datos y Capital Humano para el Sector Servicios Globales de Chile",2024-09-13T00:00,2024-09-13T00:00,CH,Chile,Implementación,TD,COMERCIO,TD-EIP,PROMOCIÓN DE LA EXPORTACIÓN Y LA INVERSIÓN,TCP,Cooperación Técnica,"Esta CT tiene como objetivo general apoyar el diseño y la ejecución de la operación de préstamo CH-L1181, mediante el fortalecimiento de la institucionalidad y los mecanismos relacionados con la atracción de inversiones, los datos y el capital humano para el sector de servicios globales en Chile. Lo llevará a cabo cumpliendo los objetivos específicos de: (i) modernizar las herramientas de las agencias especializadas para agilizar procesos de atracción de inversiones y promoción de exportaciones, los cuales requieren innovaciones y están vinculados a crecimiento económico y aumentos de productividad; (ii) levantar y analizar datos del sector de servicios que permitan realizar ajustes a la política pública de apoyo a la exportación de servicios globales, sector clave en la agenda productiva del país; (iii) agilizar procesos de entrenamiento y desarrollo de capacidades específicas del capital humano, los cuales contribuyen a aumentos de competitividad y productividad del país.",400000.000,400000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1329,Apoyo a emergencia debido a incendios forestales en la Región de Valparaíso,2024-02-07T00:00,2024-02-12T00:00,CH,Chile,Implementación,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-EIR,RESPUESTA INMEDIATA EN CASOS DE EMERGENCIA,TCP,Cooperación Técnica,El objetivo del CTE es apoyar los esfuerzos para mitigar el impacto de la emergencia por incendios forestales en la población y abordar las necesidades resultantes vinculadas a la ayuda humanitaria de la Región de Valparaíso.,200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
CH-T1330,Ainwater: Optimización de la gestión hídrica para el acceso al agua potable en zonas rurales,2024-09-19T00:00,2024-10-18T00:00,CH,Chile,Implementación,AS,AGUA Y SANEAMIENTO,AS-GRH,ORDENACIÓN INTEGRAL DE LOS RECURSOS HÍDRICOS,TCP,Cooperación Técnica,El objetivo es mejorar la gestión de agua potable en zonas rurales mediante una plataforma digital basada en inteligencia artificial que permita (i) gestionar de forma autónoma la producción de agua potable a los Servicios Sanitarios Rurales y (ii) facilitar la toma de decisiones en la gestión hídrica a nivel comunal y regional.,100000.000,100000.00,NULL,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,ACTIVE
CH-T1331,Startup Campus,2024-11-14T00:00,2025-03-25T00:00,CH,Chile,Implementación,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-PYM,PYMES PEQUEñA Y MEDIANA EMPRESA,TCP,Cooperación Técnica,"El objetivo del proyecto es poner en marcha y consolidar a Startup Campus como el primer espacio en Chile que reuna la oferta de apoyo al emprendimiento dinámico y catalice el crecimiento de startups de impacto socioambiental, basadas en ciencia y tecnología y cuyas innovaciones contribuyan a combatir los efectos del cambio climático. Esto mediante el acceso a infraestructura, laboratorios y servicios orientados a su desarrollo y escalamiento, con el propósito de lograr su sostenibilidad financiera e impacto socioambiental.",1300000.000,8281400.00,6981400.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,ACTIVE
CH-T1332,"Apoyo a la implementación políticas para la Ciencia, Tecnología e Innovación de Chile",2024-09-17T00:00,2024-09-17T00:00,CH,Chile,Implementación,ST,CIENCIA Y TECNOLOGIA,ST-REG,"POLÍTICA E INSTITUCIONES DE CIENCIA, TECNOLOGÍA E INNOVACIÓN",TCP,Cooperación Técnica,"El objetivo general de la Cooperación Técnica (CT) es apoyar al fortalecimiento de las capacidades del Ministerio de Ciencias, Tecnología, Conocimiento e Innovación (MCTCI) de Chile para la implementación de política pública en el sector y para enfrentar mejor los desafíos de la descarbonización y adaptación al cambio climático. Lo objetivos específicos son: (i) apoyar al MCTCI en la implementación de tres proyectos de ley presentados al Congreso que buscan fortalecer al sector ; (ii) apoyar al MCTCI en la implementación y fortalecimiento de la actual agenda de transferencia tecnológica y Empresas de base científica-tecnológica; y (iii) apoyar al MCTCI en su rol de Secretaría Técnica del Comité Científico Asesor para el Cambio Climático en el marco de la elaboración de la segunda actualización de la Contribución Determinada a Nivel Nacional (NDC) de Chile.",200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1333,Fortalecimiento del proceso de transición energética y carbono neutralidad del sector eléctrico en Chile,2024-11-15T00:00,2024-11-15T00:00,CH,Chile,Implementación,EN,ENERGIA,EN-TBC,TECNOLOGÍAS ENERGÉTICAS DE BAJAS EMISIONES DE CARBONO,TCP,Cooperación Técnica,"Esta Cooperación Técnica (CT) tiene como objetivo contribuir al desarrollo del sector eléctrico confiable, asequible, sostenible y resiliente a través de la realización de estudios que apoyen al Ministerio de Energía en Chile en la preparación de proyectos política pública y regulación que permitan alcanzar las metas de descarbonización.",400000.000,400000.00,NULL,SG,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CH-T1334,Apoyo a la Emergencia por lluvias en Chile,2024-07-09T00:00,2024-08-07T00:00,CH,Chile,Implementación,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-EIR,RESPUESTA INMEDIATA EN CASOS DE EMERGENCIA,TCP,Cooperación Técnica,Apoyar a Chile en la ejecución de las acciones de asistencia humanitaria a para mitigar el impacto de la emergencia por los efectos del sistema frontal en la población y abordar las necesidades resultantes en las zonas afectadas.,200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
CH-T1335,Intercambio de Conocimiento en Fortalecimiento de la Fiscalización Ambiental y Social,2024-08-23T00:00,2024-08-23T00:00,CH,Chile,Cerrado,OT,OTROS,OT,OTROS,TCP,Cooperación Técnica,"Intercambiar experiencias y fortalecer el conocimiento y las capacidades de fiscalización ambiental y social del equipo de la Superintendencia de Medio Ambiente (SMA) de Chile sobre la gestión del cumplimiento ambiental, especialmente en la producción de celulosa y manejo de residuos líquidos que realiza el Ministerio de Ambiente de Uruguay.",11030.000,11030.00,NULL,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,EXITED
CH-T1336,Intercambio de Conocimiento Chile-Colombia-Brasil en Gestión Penitenciaria,2024-11-04T00:00,2024-11-04T00:00,CH,Chile,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-JUS,MODERNIZACIÓN Y ADMINISTRACIÓN DE JUSTICIA,TCP,Cooperación Técnica,Intercambio de experiencias para profundizar los conocimientos de gestión penitenciaria en Colombia y Brasil.,20000.000,20000.00,NULL,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,EXITED
CH-T1337,Intercambio de Conocimientos vinculados con la Revitalización de Centros Históricos y Modelos de Gobernanzas,2024-11-13T00:00,2024-11-13T00:00,CH,Chile,Cerrado,DU,DESARROLLO Y VIVIENDA URBANOS,DU-HER,REHABILITACIÓN Y PATRIMONIO URBANOS,TCP,Cooperación Técnica,"Contribuir a las capacidades técnicas y al fortalecimiento institucional en función de la innovación y el intercambio de conocimientos, rescatando experiencias exitosas y aprendizajes, en el marco de la revitalización de centros históricos y sus modelos de gobernanza. En particular, se revisará el caso vinculado a la experiencia de PROLIMA, el Programa Municipal para la Recuperación del Centro Histórico de Lima, para conocer el proceso, proyecto y resultados, a través de las entrevistas con actores claves, y la comparación con la experiencia chilena en la materia.",15488.000,15488.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,EXITED
CH-T1338,Intercambio de Conocimientos entre SENASICA Mexico y SAG Chile para el diseño e implementación de una Unidad de Inteligencia Sanitaria en Chile,2024-12-05T00:00,2024-12-05T00:00,CH,Chile,Implementación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-SAN,SALUD AGROPECUARIA E INOCUIDAD DE LOS ALIMENTOS,TCP,Cooperación Técnica,"Fortalecer el diseño e implementación de una Unidad de Inteligencia en el SAG en Chile, basada en la colaboración e intercambio de experiencias con SENASICA México.",13244.000,13244.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1339,De Piloto a Escala: Evaluando la Expansión del Programa de Inducción Docente Potenciado por IA en Chile,2024-12-06T00:00,2024-12-06T00:00,CH,Chile,Implementación,ED,EDUCACION,ED-DOC,EDUCACIÓN Y EFICACIA DE LOS DOCENTES,TCP,Cooperación Técnica,El objetivo de esta CT es apoyar la expansión del sistema de mentoría virtual en 2025 para cumplir con el mandato legal de proporcionar mentoría a todos los maestros novatos y realizar una evaluación rigurosa para medir su efectividad.,262500.000,262500.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1340,Fortalecimiento del sistema de seguridad social,2025-05-01T00:00,2025-05-01T00:00,CH,Chile,Implementación,IS,INVERSIONES SOCIALES,IS-PSS,PENSIONES Y SEGURIDAD SOCIAL,TCP,Cooperación Técnica,"El objetivo general de esta CT es apoyar el proceso de reforma del sistema de pensiones en Chile, según los lineamientos establecidos por la Ley 21.735. Los objetivos específicos son: (i) apoyar el proceso de desarrollo y transformación operacional y tecnológica derivado de la implementación de la reforma, con énfasis en los principales cambios que deberán asumir el Instituto de Previsión Social (IPS) y la Superintendencia de Pensiones (SP); y (ii) apoyar el diseño e implementación de una estrategia de comunicación pública y educación previsional orientada a informar a la ciudadanía sobre los cambios introducidos por la reforma, sus beneficios y derechos con foco especial en las mujeres.",250000.000,250000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1341,Apoyo a la Construcción Sostenible en Chile,2025-04-29T00:00,2025-04-29T00:00,CH,Chile,Implementación,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-EMP,"DESARROLLO, AGRUPACIONES E INNOVACIÓN EMPRESARIALES",TCP,Cooperación Técnica,"El objetivo de la Cooperación Técnica (CT) es el fortalecimiento institucional del sector de la construcción basado en madera, particularmente del Ministerio de Vivienda y Urbanismo (MINVU) y la Corporación de Fomento de la Producción (CORFO), para fomentar la construcción sostenible en Chile. Los objetivos específicos son: (i) fomentar el desarrollo sostenible de la industria de construcción en madera y madera industrializada con perspectiva de género para promover la participación equitativa en el sector; y (ii) apoyar en la formulación de un bono sostenible y otros instrumentos que orienten la demanda de viviendas sociales basadas en madera.",250000.000,250000.00,NULL,SG,NULL,NULL,NULL,NULL,N/A,NULL,NULL,NULL,SG,ACTIVE
CH-T1343,Apoyo al desarrollo y fortalecimiento de capacidades institucionales para la gestión de la seguridad pública y el crimen organizado,2025-08-26T00:00,2025-08-26T00:00,CH,Chile,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-JUS,MODERNIZACIÓN Y ADMINISTRACIÓN DE JUSTICIA,TCP,Cooperación Técnica,"El objetivo de esta Cooperación Técnica (CT) es contribuir al fortalecimiento de capacidades institucionales para la gestión de la seguridad pública, la persecución penal, el crimen organizado y la justicia en Chile. Específicamente esta CT permitirá realizar los estudios, diagnósticos, y evaluaciones necesarias contribuir al fortalecimiento del Ministerio de Seguridad Pública como ente rector en la materia, y a la toma de decisiones en la prevención del delito y abordaje del crimen organizado a través de la generación de conocimiento e información oportuna y relevante.",200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1345,Apoyo al Programa de Transformación Digital y Crecimiento Sostenible II,2025-07-24T00:00,2025-07-24T00:00,CH,Chile,Implementación,AS,AGUA Y SANEAMIENTO,AS-SOL,DESECHOS SÓLIDOS,TCP,Cooperación Técnica,El objetivo general de esta Cooperación Técnica no Reembolsable (CT) es apoyar la materialización de las Medidas de Política (MdP) incluidas en el Programa de Transformación Digital y Crecimiento Sostenible II. Los objetivos específicos son: (i) apoyar las MdP asociadas al objetivo específico de acelerar la transformación digital; y (ii) apoyar las MdP asociadas al objetivo específico de acelerar la transición hacia modelos circulares de producción; y (iii) apoyar las MdP asociadas al objetivo específico de promover la formalización del empleo.,350000.000,350000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1346,"Apoyo a la modernización del sector público, la transformación digital y la nueva estrategia de datos de Chile",2025-09-08T00:00,2025-09-08T00:00,CH,Chile,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-EGO,GOBIERNO EN LÍNEA,TCP,Cooperación Técnica,"Contribuir a la modernización del sector público chileno mediante la implementación de estrategias de digitalización, datos e innovación para mejorar la eficiencia, transparencia y calidad de los servicios públicos. Específicamente, esta CT continuará apoyando la implementación de la Ley de Transformación Digital, incluyendo gobernanza de datos, permitirá fortalecer la ciberseguridad y el desarrollo de IA en el sector público. Además de promover iniciativas de innovación y gestión gubernamental y mejorar la eficiencia y transparencia en la administración pública.",200000.000,200000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1347,Intercambio de conocimientos entre Chile y Colombia sobre Gobernanza Metropolitana a partir de los casos del Área Metropolitana de Bogotá-Cundinamarca y del Valle de Aburrá,2025-08-11T00:00,2025-08-11T00:00,CH,Chile,Implementación,DU,DESARROLLO Y VIVIENDA URBANOS,DU-LAN,PLANIFICACIÓN Y ORDENACIÓN DEL SUELO URBANO,TCP,Cooperación Técnica,"Contribuir a las capacidades técnicas de la Subsecretaría de Desarrollo Regional y Administrativo (SUBDERE) y a representantes de los Gobiernos Regionales con la finalidad de fortalecer el desarrollo de áreas metropolitanas y las capacidades para liderar procesos de transformación territorial en la implementación de modelos de gobernanza metropolitana, articulación público-privada y urbanismo social, llevado a cabo mediante la exploración y el aprendizaje de la experiencia del Departamento de Antioquía, Colombia.",20000.000,20000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1348,Apoyo al Ministerio de Agricultura de Chile para ejecución del préstamo CH-L1171 a traves del uso de nuevas tecnologias,NULL,NULL,CH,Chile,Preparación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-TEC,ADOPCIÓN DE TECNOLOGÍA AGRÍCOLA,TCP,Cooperación Técnica,El objetivo es apoyar al Ministerio de Agricultura de Chile (MINAGRI) en la ejecución del Programa de Innovación y Fortalecimiento para la Seguridad Alimentaria (CH-L1171) a través de la adopción de nuevas tecnologías como inteligencia artificial (IA) y soluciones digitales,200000.000,400000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1349,Intercambio de conocimientos entre Chile-Colombia-Brasil de grupos multisectoriales en la persecución penal del crimen organizado,NULL,NULL,CH,Chile,Preparación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-JUS,MODERNIZACIÓN Y ADMINISTRACIÓN DE JUSTICIA,TCP,Cooperación Técnica,"Intercambio de experiencias que contribuya a fortalecer las estrategias de persecusión de los delitos de delincuencia organizada y a profundizar el conocimiento en la materia entre Chile, Colombia y Brasil.",16844.000,16844.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1350,Intercambio de Conocimiento entre Chile y Costa Rica sobre estrategias de prevención de la violencia juvenil,NULL,NULL,CH,Chile,Preparación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-JUS,MODERNIZACIÓN Y ADMINISTRACIÓN DE JUSTICIA,TCP,Cooperación Técnica,"Intercambiar experiencias sobre estrategias de prevención de la violencia juvenil, específicamente aquellas que combinan infraestructura de vanguardia con intervenciones basadas en evidencia para jóvenes de comunidades vulnerables.",20000.000,20000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
CH-T1351,Evaluación del impacto de los nuevos procedimientos de contratación electrónica en Chile,NULL,NULL,CH,Chile,Preparación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-FIN,GESTIÓN DEL GASTO PÚBLICO,TCP,Cooperación Técnica,"El objetivo de esta propuesta es evaluar el impacto de los nuevos procedimientos de contratación electrónica en la eficiencia, la competencia y el ahorro de la contratación pública mediante el desarrollo de herramientas electrónicas para el procedimiento simplificado «Contratación ágil» y la economía circular.",200000.000,400000.00,NULL,SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,ACTIVE
