oper_num,oper_nm,apprvl_dt,sign_dt,cntry_cd,cntry_nm,publc_sts_nm,sector_cd,sector_nm,subsector_cd,subsector_nm,oper_typ_cd,opertyp_nm,objtv,orig_apprvd_useq_amnt,totl_cost_orig,loc_cntrprt,lending_typ_nm,modality_cd,modality_nm,facility_typ_cd,facility_typ_nm,envmntl_clssfctn_cd,envmntl_clssfctn_nm,lending_instrmnt_cd,lending_instrmnt_nm,lending_typ_cd,sts_cd
AR-G1002,Eficiencia Energética y Energía Renovable en la Vivienda Social Argentina,2015-07-29T00:00,2017-03-15T00:00,AR,Argentina,Implementación,DU,DESARROLLO Y VIVIENDA URBANOS,DU-VIV,VIVIENDA,IGR,Ayudas a la Inversión,"Este proyecto busca establecer directrices reglamentarias y técnicas para el diseño que regirán la construcción de vivienda social y equipamiento comunitario (instalaciones de uso común como actividades sociales y recreativas o tutoría de escuela) con la eficiencia energética (EE) y las energías renovables (RE), encaminadas a reducir la demanda de los consumidores de energía y las emisiones de gases de efecto invernadero relacionadas y también facilitar la innovación, catalizando soporte para tecnologías de bajas emisiones de carbono de últimas generación y reformas de políticas.",14630855.000,85411079.00,70780224.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,ACTIVE
AR-G1003,Adaptación a las Consecuencias del Cambio Climático en el Sistema Hidrólogico de,2014-02-03T00:00,2014-04-24T00:00,AR,Argentina,Cerrado,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-ADA,POLÍTICA DE ADAPTACIÓN AL CAMBIO CLIMÁTICO,IGR,Ayudas a la Inversión,Esta operacion busca: i) reducir la vulnerabilidad asociada al agua de los sistemas agricolas; ii) promover el uso eficiente del agua; iii) promover y transferir nuevas tecnologías de adaptación al cambio climático y iv) generar una estrategia de comunicación de lecciones aprendidas que facilite la sostenibilidad en el tiempo de estas buenas prácticas.,1500000.000,1875000.00,375000.00,SG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,NULL,NULL,SG,EXITED
AR-G1004,Zolvers: Plataforma FinTech para Trabajadoras Domésticas,2018-09-26T00:00,2018-12-17T00:00,AR,Argentina,Cerrado,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-MAJ,DESARROLLO DE MERCADOS PARA LA MAYORÍA,IGR,Ayudas a la Inversión,"El proyecto apoyará a la consolidación de Zolvers, una plataforma digital para facilitar el funcionamiento del mercado de trabajo doméstico --creada como un marketplace digital que, por medio de un algoritmo propietario y un exhaustivo proceso de selección de trabajadoras, asegura un encuentro efectivo entre la oferta y la demanda por estos servicios. El propósito del proyecto es contribuir a que Zolvers desarrolle y escale un canal FinTech, como parte del su plataforma para, por un lado, va a fomentar la inclusión financiera de las trabajadoras, y por otro, contribuya a generar fuentes alternativas de ingresos recurrentes a la compañía.",500000.000,1150000.00,650000.00,NSG,NULL,NULL,NULL,NULL,B13,Directiva B.13 no categorizada,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,EXITED
AR-G1006,"Digitalización, Nuevas Fuentes De Ingreso Y Resiliencia De Los Comercios De Barrio",2021-09-01T00:00,2021-11-19T00:00,AR,Argentina,Cerrado,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-MIC,DESARROLLO DE LA MICROEMPRESA,IGR,Ayudas a la Inversión,"El objetivo del proyecto es ofrecer a los kioscos y almacenes barriales una plataforma en línea gratuita (Platform) que les permita iniciar su proceso de digitalización, gestionando su negocio de manera digital, recibiendo pagos electrónicos y pudiendo ofrecer diferentes servicios digitales a la comunidad, como el envío y recepcó6n de pagos, pago de facturas y recarga de celulares o tarjetas de transporte.",51250.000,51250.00,0.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,EXITED
AR-G1007,Desarrollo del Ecosistema GovTech para la Transformación de los Servicios al Ciudadano,2021-11-29T00:00,2022-05-03T00:00,AR,Argentina,Implementación,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-EGO,GOBIERNO EN LÍNEA,IGR,Ayudas a la Inversión,"El objetivo del proyecto es apoyar el desarrollo del ecosistema de innovación GovTech en Córdoba a través de la promoción de la colaboración innovadora entre EBT, Pymes innovadoras, instituciones de apoyo emprendedor y sector público, lo que permitirá generar soluciones que mejoren los servicios a los ciudadanos.",600000.000,4050500.00,3450500.00,NSG,NULL,NULL,NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,ACTIVE
AR-G1008,Fortaleciendo la productividad del sector frutihortícola respetando el medio ambiente y la salud humana,2023-08-31T00:00,2023-11-24T00:00,AR,Argentina,Implementación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-DEV,DESARROLLO AGROPECUARIO SOSTENIBLE,IGR,Ayudas a la Inversión,El objetivo del proyecto es impulsar una reducción en el uso de agroquímicos por pequeños y medianos productores frutihortícolas mediante el desarrollo de tecnologías alternativas basadas en ARN y la capacitación de los productores.,450000.000,936000.00,486000.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,ACTIVE
AR-G1009,Matriarca: plataforma de innovación para la internacionalización de las artesanías de mujeres indígenas del Gran Chaco Argentino,2023-10-18T00:00,2024-01-05T00:00,AR,Argentina,Implementación,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-MIC,DESARROLLO DE LA MICROEMPRESA,IGR,Ayudas a la Inversión,"La solución propuesta tiene como objetivo impulsar la industria creativa de las zonas rurales del GranChaco Argentino, establecer una estructura sólida y fomentar la innovación en la cadena de valor delas artesanías existente, con el objetivo de lograr un impacto significativo en la vida de las mujeresindígenas del Gran Chaco Argentino y asegurar su participación en las ventajas que da la tecnología,el comercio, y el turismo.",250000.000,500660.00,250660.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,SMP,Programa de Empresariado Social & Pequeños Proyectos,NSG,ACTIVE
AR-G1010,Nat4BIO: Reducción de desperdicios postcosecha en Cadenas Alimentarias a través de Soluciones Basadas en la Naturaleza,2024-10-24T00:00,2024-10-31T00:00,AR,Argentina,Implementación,AG,AGRICULTURA Y DESARROLLO RURAL,AG-DEV,DESARROLLO AGROPECUARIO SOSTENIBLE,IGR,Ayudas a la Inversión,"El objetivo general del proyecto es reducir el desperdicio postcosecha de frutas frescas en Argentina, y aumentar la rentabilidad y sostenibilidad del sector frutihortícola, mejorando simultáneamente la calidad de vida de los trabajadores temporales del sector.",700000.000,1992600.00,1292600.00,NSG,NULL,NULL,NULL,NULL,NULL,NULL,MIF,Instrumento del Fondo Multilateral de Inversiones,NSG,ACTIVE
AR-L1001,Fortalecimiento Secretaría de Política Económica,2004-09-08T00:00,2005-05-04T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-PUB,REFORMA Y APOYO AL SECTOR PUBLICO,LON,Operación de Préstamo,"El objetivo del Proyecto es apoyar el fortalecimiento institucional de la Política Económica y la Estrategia Nacional de Desarrollo. Específicamente, la operación contribuiría a mejorar las capacidades institucionales de la Secretaría de Política Económica del Ministerio Economía para la formulación de políticas, diseño de estrategias de desarrollo económico y social, su implementación y la coordinación sectorial y de los ministerios involucrados.",4800000.000,6800000.00,2000000.00,SG,SEF,SEF (Facilidad del sector),NULL,NULL,C(R),Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1002,Fortalecimiento Institucional Productivo y de Gestión Fiscal Provincial,2004-11-17T00:00,2005-08-24T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-DES,DESCENTRALIZACIÓN Y RELACIONES INTERGUBERNAMENTALES,LON,Operación de Préstamo,"El objetivo general del Programa es contribuir al fortalecimiento de los mecanismos de interacción entre Estado Nacional y las Provincias con respecto a los sectores productivos de las provincias de menor desarrollo relativo, y en materia de gestión fiscal para el conjunto de provincias del país.",18000000.000,30000000.00,12000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B13(R),(R) Directiva B.13 no categorizada,INV,Préstamo de Inversión,SG,EXITED
AR-L1003,Desarrollo Productivo y Competitividad de la Provincia de Mendoza,2005-07-06T00:00,2005-08-24T00:00,AR,Argentina,Cerrado,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,LON,Operación de Préstamo,"El fin del Programa es contribuir al desarrollo de una estructura económica provincial competitiva, bajo un enfoque de cadenas de valor articuladas en un ámbito público-privado fortalecido. El propósito es incrementar la competitividad de las cadenas de valor que se ubican en los siete circuitos productivos del territorio provincial",70000000.000,116660000.00,46660000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C(R),Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1004,Mejoramiento de Competitividad del Sector Turismo,2005-07-26T00:00,2005-08-24T00:00,AR,Argentina,Cerrado,TU,TURISMO SOSTENIBLE,TU-DES,DESARROLLO DE DESTINOS TURÍSTICOS Y GESTIÓN DE PRODUCTOS,LON,Operación de Préstamo,El objetivo general del proyecto es contribuir a aumentar los ingresos generados por visitantes en zonas turísticas de carácter prioritario.,33000000.000,56000000.00,23000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B(R),"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1006,Apoyo al Plan Familias I,2005-10-26T00:00,2006-03-01T00:00,AR,Argentina,Cerrado,IS,INVERSIONES SOCIALES,IS-ECD,DESARROLLO DE LA PRIMERA INFANCIA,LON,Operación de Préstamo,"El objetivo del Programa es contribuir al aumento de las capacidades de las familias estructuralmente pobres mediante el uso de subsidios monetarios condicionados. El programa focalizará en los hogares estructuralmente pobres y transferiría los subsidios a cambio de corresponsabilidades asociadas a acciones de salud, educación y capacitación.",700000000.000,1350000000.00,300000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,NULL,NULL,INV,Préstamo de Inversión,SG,EXITED
AR-L1007,Programa de Inversión Social de la Provincia de Buenos Aires,2005-12-07T00:00,2006-11-07T00:00,AR,Argentina,Cerrado,IS,INVERSIONES SOCIALES,IS-ECD,DESARROLLO DE LA PRIMERA INFANCIA,LON,Operación de Préstamo,"El objetivo del Programa es mejorar los niveles de cobertura de servicios de calidad en Educación, Salud y Desarrollo Humano, particularmente aquellos dirigidos a los grupos más pobres de la Provincia de Buenos Aires.",230000000.000,330000000.00,100000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C(R),Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1008,Programa de Fortalecimiento del Senado de la Nación,2004-12-08T00:00,2005-05-04T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-PUB,REFORMA Y APOYO AL SECTOR PUBLICO,LON,Operación de Préstamo,"El objetivo del Programa es contribuir al fortalecimiento de los mecanismos de gobernabilidad democrática en la Argentina, a través del mejoramiento de las funciones básicas del Senado de La Nación.",4800000.000,8000000.00,3200000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B13(R),(R) Directiva B.13 no categorizada,INV,Préstamo de Inversión,SG,EXITED
AR-L1009,Sectorial de Administración Financiera Pública,2006-03-01T00:00,2006-05-18T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-FIN,GESTIÓN DEL GASTO PÚBLICO,LON,Operación de Préstamo,NULL,500000000.000,500000000.00,0.00,SG,PBL,PBL (Regular),NULL,NULL,NULL,NULL,PBL,Préstamo de Apoyo a Reformas de Política,SG,EXITED
AR-L1010,FEP:AR-L1002 Fort. Institucional Productivo y de Gestión Fiscal Provincial,2004-08-09T00:00,2004-12-13T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-DES,DESCENTRALIZACIÓN Y RELACIONES INTERGUBERNAMENTALES,LON,Operación de Préstamo,NULL,350000.000,350000.00,0.00,SG,PPE,PPE (Project Preparation Execution),NULL,NULL,NULL,NULL,INV,Préstamo de Inversión,SG,EXITED
AR-L1012,Programa de Modernización Tecnológica III,2006-04-26T00:00,2006-08-09T00:00,AR,Argentina,Cerrado,ST,CIENCIA Y TECNOLOGIA,ST-RDI,FINANCIAMIENTO DE LA INVESTIGACIÓN Y EL DESARROLLO Y LA INNOVACIÓN,LON,Operación de Préstamo,Mediante este proyecto se espera continuar el mejoramiento de la base científica y tecnológica del país; fomentar el desarrollo de actividades de innovación en empresas; promover la capacitación de recursos humanos científicos y tecnológicos de alto nivel; apoyar el desarrollo de diversos clusters; y fomentar el aumento de la relevancia y las capacidades de los centros de excelencia en el país.,280000000.000,510000000.00,230000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1013,Programa de Competitividad del Norte Grande,2008-08-06T00:00,2009-02-27T00:00,AR,Argentina,Cerrado,PS,EMPRESAS PRIV Y DESARROLLO DE PYME,PS-MDF,DESARROLLO Y FUNCIONAMIENTO DE LOS MERCADOS,LON,Operación de Préstamo,"Aumentar la competitividad de cadenas productivas ubicadas en las Provincias que integran el NOA-NEA argentino (región Norte Grande de Argentina) a través del establecimiento de un mecanismo institucional de apoyo al desarrollo competitivo de las mismas, que muestre incrementos verificables en la competitividad de las empresas participantes medido por aumentos en exportaciones, mejoramiento de la productividad, incremento de ventas a mercados dinámicos, etc. El propósito consiste en implementar un Programa que incluya componentes concursables de apoyo al desarrollo de cadenas productivas, con procedimientos eficientes y transparentes, que promueva el trabajo asociativo entre empresas, en general a través de entidades promotoras presentes en los núcleos y/o circuitos de actividad económica de la región.",16000000.000,20000000.00,4000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1014,Programa de Infraestructura Vial del Norte Grande,2007-02-28T00:00,2007-03-29T00:00,AR,Argentina,Cerrado,TR,TRANSPORTE,TR,TRANSPORTE,LON,Operación de Préstamo,"El objetivo general del Programa es mejorar de manera sostenible el transporte de cargas y pasajeros en varios corredores principales de la red vial de la Región Norte Grande de Argentina, a fin de aumentar la competitividad de la estructura productiva regional y apoyar la integración económica y social de sus pobladores. El propósito del Programa es reducir los costos de transporte y tiempo de viaje, complementando el mejoramiento y rehabilitación de corredores de integración con los países vecinos y de rutas nacionales y provinciales prioritarias que conectan sus núcleos y circuitos de actividad económica con mercados locales y externos, aumentando la seguridad para los usuarios de dichas rutas.",1200000000.000,1500000000.00,300000000.00,SG,GOM,GOM (Operación Global de Obras Múltiples),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1015,Infraestructura Hídrica: Desarrollo Provincias Norte,2007-01-31T00:00,2007-03-29T00:00,AR,Argentina,Cerrado,AS,AGUA Y SANEAMIENTO,AS-GRH,ORDENACIÓN INTEGRAL DE LOS RECURSOS HÍDRICOS,LON,Operación de Préstamo,"El objetivo del proyecto es contribuir al desarrollo de las provincias del Norte mediante la utilización eficiente de los recursos hídricos, lo cual permitiría la regulación de su disponibilidad, tanto para la expansión del sector agropecuario, como el industrial, la satisfacción de las necesidades de agua potable y el mejoramiento de los sistemas de alcantarillado de las poblaciones de bajos ingresos, y el control de inundaciones.",240000000.000,300000000.00,60000000.00,SG,GOM,GOM (Operación Global de Obras Múltiples),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1016,Programa de Mejora de la Gestión Municipal,2007-03-14T00:00,2007-11-06T00:00,AR,Argentina,Cerrado,RM,REFORMA/MODERNIZACIÓN DEL ESTADO,RM-DES,DESCENTRALIZACIÓN Y RELACIONES INTERGUBERNAMENTALES,LON,Operación de Préstamo,"El Programa apoyará la mejora de la capacidad de los Gobiernos Municipales para dar respuesta a las demandas locales mediante el fortalecimiento de la administración municipal, mejoras en la gestión de los servicios, el reforzamiento de las funciones de planificación urbana y la promoción del desarrollo local.",72000000.000,80000000.00,8000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B13,Directiva B.13 no categorizada,INV,Préstamo de Inversión,SG,EXITED
AR-L1017,Programa de Desarrollo de Sistema Satelital y Aplicaciones,2006-09-06T00:00,2006-11-07T00:00,AR,Argentina,Cerrado,ST,CIENCIA Y TECNOLOGIA,ST-RDI,FINANCIAMIENTO DE LA INVESTIGACIÓN Y EL DESARROLLO Y LA INNOVACIÓN,LON,Operación de Préstamo,"El objetivo del Programa será contribuir a la obtención, gestión y uso de ciclos de información espacial completos con aplicaciones que contribuyan a mejorar las condiciones socioeconómicas del país.Para lograr dichos objetivos y dadas las características de alto riesgo del Programa, se deberá desarrollar una estrategia de mitigación de riesgos. Se podrá contar con los elementos iniciales de dicha estrategia de mitigación de riesgos del Programa una vez que se reciban informaciones solicitadas a la CONAE en la Misión de Identificación. Algunos de los elementos de dicha estrategia deberían incluir la creación de un Panel Externo de Expertos que pueda asesorar al Banco en cuestiones técnicas, la presentación al Banco de un Plan de Gestión y Acción para el Programa completo (cronogramas, presupuestos, responsables, hitos, etc), la realización de una evaluación económica exhaustiva del Programa para estimar ex-ante los beneficios potenciales de las aplicaciones potenciales y el desarrollo de perfiles de proyecto a nivel de factibilidad de al menos una muestra de aplicaciones potenciales que justifiquen la inversión.",50000000.000,150000000.00,100000000.00,SG,PDL,PDL (Performance Driven Loan),NULL,NULL,C(R),Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1019,"CCLIP Programa de Mejoramiento de Barrios, Primer proyecto individual",2007-01-31T00:00,2007-03-29T00:00,AR,Argentina,Cerrado,DU,DESARROLLO Y VIVIENDA URBANOS,DU-NEI,MEJORA DE VECINDARIOS,LON,Operación de Préstamo,"El objetivo del programa es mejorar la calidad de vida de la población con necesidades básicas insatisfechas y bajos ingresos, asentada en barrios de aglomerados urbanos, con carencia de infraestructura básica de servicios y equipamiento comunitario, deficiencias severas de vivienda, y problemas ambientales y de regularización dominial.",350000000.000,390000000.00,40000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B13,Directiva B.13 no categorizada,INV,Préstamo de Inversión,SG,EXITED
AR-L1020,Fortalecimiento de la Estrategia de Atención Primaria de la Salud,2007-10-17T00:00,2008-11-04T00:00,AR,Argentina,Cerrado,SA,SALUD,SA-SER,PAQUETES DE SERVICIOS DE SALUD,LON,Operación de Préstamo,"El objetivo general del Programa es contribuir al mejoramiento de la situación de salud de la población, mediante el fortalecimiento de la estrategia de atención primaria de la salud como organizador del sistema. Los objetivos específicos del Programa son: (i) fortalecer las capacidades de planificación sanitaria del Ministerio de Salud y Ambiente de la Nación y los Ministerios de Salud Provinciales; y (ii) fortalecer la Red de Atención Integral de Salud, con énfasis en el primer y segundo nivel de atención.",230000000.000,287500000.00,57280000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1021,Programa de Transmisión Eléctrica del Norte Grande,2006-08-02T00:00,2006-11-06T00:00,AR,Argentina,Cerrado,EN,ENERGIA,EN-D&T,NUEVOS PROYECTOS DE DISTRIBUCIÓN Y TRANSMISIÓN DE ELECTRICIDAD,LON,Operación de Préstamo,"El objetivo general del Proyecto es el de garantizar la cobertura de la creciente demanda energética y la seguridad del Sistema Argentino de Interconexión (SADI), a efectos de contribuir al continuo desarrollo de los sectores productivos y la elevación del nivel de vida de la población, mediante el racional aprovechamiento de los recursos de generación disponibles en el país. Los objetivos específicos son: i) interconectar los sistemas eléctricos del Noroeste y Noreste Argentino (NOA-NEA) por medio de una línea en extra alta tensión (LEAT 500 kV y estaciones transformadoras asociadas) de manera de permitir y promover los intercambios de energía entre ambas regiones, mejorando los precios y aumentando la seguridad y calidad en el suministro eléctrico, en particular de la macro región del Norte Grande; y ii) consolidar y expandir las redes de transmisión regionales (líneas en alta y media tensión menores a 500 kV con sus respectivas estaciones de transformación asociadas), sentando las bases para el desarrollo social y productivo a través de dar solución a los problemas que atentan contra la seguridad y confiabilidad de estos sistemas.",580000000.000,725000000.00,145000000.00,SG,GOM,GOM (Operación Global de Obras Múltiples),NULL,NULL,A(R),"(R) Susceptible de causar impactos negativos, o tener profundas implicaciones afectando los recursos naturales",INV,Préstamo de Inversión,SG,EXITED
AR-L1022,Programa de Crédito Desarrollo Producción y Empleo Provincia San Juan,2006-11-08T00:00,2007-02-05T00:00,AR,Argentina,Cerrado,IS,INVERSIONES SOCIALES,IS,INVERSIONES SOCIALES,LON,Operación de Préstamo,"El objetivo general (fin) del Programa es apoyar el desarrollo de la economía de la Provincia de San Juan. El objetivo específico (propósito) es fortalecer la competitividad de las Pequeñas y Medianas Empresas de la Provincia en los mercados nacionales y extranjeros, a través del mejoramiento del acceso al financiamiento y al desarrollo empresarial en un ámbito publico-privado fortalecido.",32600000.000,53000000.00,20400000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C(R),Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1023,BBVA Banco Francés,2005-08-26T00:00,2005-10-19T00:00,AR,Argentina,Cerrado,TD,COMERCIO,TD-TAA,AYUDA PARA LOS AJUSTES COMERCIALES,LON,Operación de Préstamo,N/A,25000000.000,25000000.00,0.00,NSG,TFP,TFP (Garantía de facilitación de financiamiento comercial),TFF,TFF,NULL,NULL,IIC,BID Invest,NSG,EXITED
AR-L1024,FEP:AR-L1017 Programa Satelital y de Aplicaciones (PROSAT),2006-01-27T00:00,2006-05-09T00:00,AR,Argentina,Cerrado,ST,CIENCIA Y TECNOLOGIA,ST-RDI,FINANCIAMIENTO DE LA INVESTIGACIÓN Y EL DESARROLLO Y LA INNOVACIÓN,LON,Operación de Préstamo,"El objetivo de la FAPEP es realizar actividades necesarias para continuar con la preparación del Programa AR-L1017 (PROSAT), así como la ejecución de actividades iniciales que sean necesarias para asegurar su correcta ejecución y el cumplimiento de las condiciones previas a sus desembolsos, de tal forma que se mitiguen los riesgos del Programa y se asegure el inicio oportuno de su ejecución.",1500000.000,1500000.00,0.00,SG,PPE,PPE (Project Preparation Execution),NULL,NULL,NULL,NULL,INV,Préstamo de Inversión,SG,EXITED
AR-L1025,Programa de Gestión de Residuos Solidos en Municipios Turísticos,2007-06-06T00:00,2007-11-06T00:00,AR,Argentina,Cerrado,AS,AGUA Y SANEAMIENTO,AS,AGUA Y SANEAMIENTO,LON,Operación de Préstamo,"El Programa tendrá por objetivos proveer infraestructura y mejorar la capacidad de provisión de servicios para GIRSU en parques nacionales y municipios colindantes, y en otros municipios turísticos que caen fuera de los ejes provinciales de recolección de residuos sólidos.",60000000.000,75000000.00,15000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1026,Gestión Ambiental para Producción Sustentable el Sector Productivo,2007-05-16T00:00,2007-11-06T00:00,AR,Argentina,Cerrado,PA,MEDIO AMBIENTE Y DESASTRES NATURALE,PA-AMB,ORDENACIÓN Y GOBERNANZA AMBIENTALES,LON,Operación de Préstamo,"La operación buscará contribuir al desarrollo sostenible de la actividad productiva en Argentina con dos objetivos principales: (1) promover la adopción de prácticas de producción limpia y consumo sustentable en el sector productivo, en especial la pequeña y mediana empresa; y (2) fortalecer la gestión ambiental del sector minero con enfoque en mejorar la calidad de vida de los pequeños productores y las comunidades que viven en las regiones mineras.",40000000.000,50000000.00,10000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,C,Probablemente cause un mínimo o ningún impacto ambiental negativo y social asociado,INV,Préstamo de Inversión,SG,EXITED
AR-L1027,Desarrollo Social Provincia de Córdoba,2006-08-02T00:00,2006-11-07T00:00,AR,Argentina,Cerrado,IS,INVERSIONES SOCIALES,IS-ECD,DESARROLLO DE LA PRIMERA INFANCIA,LON,Operación de Préstamo,"Apoyar a la Provincia de Córdoba en la implementación de su política de desarrollo social en tres áreas prioritarias: educación, salud y vivienda social.",180000000.000,237000000.00,57000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1028,Banco Rio de la Plata S/A,2005-12-21T00:00,NULL,AR,Argentina,Cerrado,TD,COMERCIO,TD-TAA,AYUDA PARA LOS AJUSTES COMERCIALES,LON,Operación de Préstamo,Linea de credito sin compromiso por US$20.0 Millones para el Banco Rio de la Plata bajo el Programa de Facilidad para el Financiamiento Regional del Comercio Exterior.,20000000.000,20000000.00,0.00,NSG,TFP,TFP (Garantía de facilitación de financiamiento comercial),NULL,NULL,NULL,NULL,IIC,BID Invest,NSG,EXITED
AR-L1030,Servicios Agricolas Provinciales II-PROSAP II,2008-01-16T00:00,2008-04-17T00:00,AR,Argentina,Cerrado,AG,AGRICULTURA Y DESARROLLO RURAL,AG-DEV,DESARROLLO AGROPECUARIO SOSTENIBLE,LON,Operación de Préstamo,"Apoyar al proceso de desarrollo productivo de las economías provinciales del sector rural, mediante el incremento de la inversión pública en la infraestructura productiva y de servicios agropecuarios, así como mediante el estímulo de la inversión privada.",200000000.000,250000000.00,50000000.00,SG,ESP,ESP (Operación de inversión específica),NULL,NULL,B,"Es probable que cause impactos principalmente locales y ambientales negativos de corto plazo, para lo cual están disponibles  medidas de mitigación efectivas.",INV,Préstamo de Inversión,SG,EXITED
AR-L1031,CCLIP: Agua Potable y Saneamiento en Comunidades Menores,2007-09-05T00:00,2008-04-06T00:00,AR,Argentina,Cerrado,AS,AGUA Y SANEAMIENTO,AS,AGUA Y SANEAMIENTO,LON,Operación de Préstamo,"Incrementar los índices de cobertura a nivel país de los servicios de provisión de agua potable y/o desagües cloacales, particularmente a los sectores alejados de los centros urbanos, disminuyendo la incidencia de enfermedades de trasmisión hídrica.Contribuir a la preservación ambiental sustentable, mediante la realización de obras que reduzcan los riesgos de contaminación de los cursos superficiales y subterráneos.Reactivar las microeconomías regionales mediante la ejecución de obras públicas, contribuyendo al desarrollo y reactivación de la pequeña y mediana empresa y la generación de nuevos puestos de trabajo.",120000000.000,150000000.00,30000000.00,SG,GOM,GOM (Operación Global de Obras Múltiples),NULL,NULL,B13,Directiva B.13 no categorizada,INV,Préstamo de Inversión,SG,EXITED
