access_rights,access_url,cache_last_updated,cache_url,ckan_url,compress_format,created,data_notes,datastore_active,datastore_contains_all_records_of_source_file,described_by,described_by_type,description,file_id,format,hash,hidden_res,id,ignore_hash,indicator_category,is_indicator,language,last_modified,metadata_modified,mimetype,mimetype_inner,name,number_of_variables,original_url,package_format,package_id,position,related_resource,resource_id,resource_type,rights,set_url_type,size,state,task_created,theme,theme-en,theme-es,theme-fr,theme-pt_BR,url,url_thumbnail,url_type,visualization_type,iadb_knowledge,spatial_coverage
,https://data.iadb.org/dataset/9cd9a75d-b964-4029-8983-19fa0651c216/resource/814b7b54-477a-4c25-b3bf-6be05412069d,,,https://data.iadb.org,,2025-10-22T16:03:56.790741,"{'en': '', 'es': '', 'fr': '', 'pt_BR': ''}",True,True,,,Comprehensive list of Inter-American Development Bank (IDB) projects.,791d475c-0f61-411c-ae92-2242c913e73a,CSV,ec8f67ea103a8498152460aa0b223aeb,False,814b7b54-477a-4c25-b3bf-6be05412069d,False,,False,['English'],2026-04-23T13:04:03.649530,2026-04-23T13:04:03.909682,,,EN - IDB Projects List,,https://data.iadb.org/file/download/791d475c-0f61-411c-ae92-2242c913e73a,,9cd9a75d-b964-4029-8983-19fa0651c216,1,,814b7b54-477a-4c25-b3bf-6be05412069d,,"{'en': '', 'es': '', 'fr': '', 'pt_BR': ''}",False,,active,2025-10-22 16:03:57.863238,{},,,,,https://data.iadb.org/file/download/791d475c-0f61-411c-ae92-2242c913e73a,,upload,,"[{'theme': {}, 'title': '', 'url': '', 'url_thumbnail': ''}]","[{'bbox': '', 'centroid': '', 'geom': '', 'label': {'en': '', 'es': '', 'fr': '', 'pt_BR': ''}, 'uri': ''}]"
