"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"BWA","Botswana",0.0287170522421165,0.0271672863058278,0.0247656531652487,0.0255952530143156,0.0242268182015686,0.0261315225869941,0.0179911446618458,0.00661871764276711,0.0529602687347207,0.0239778368945973,0.0497363903597149,0.0203714794571587,0.0235194275777738,0.0254536964055246,0.0333415149637966,0.0301254503868737,0.0214716977108638,0.0270985680241844,0.0301380231868535,0.0370272777446011,0.0375176872781384,0.049944243265301,0.0390128738217427,0.0375899525897915,0.0390877575365076,0.0362053373995491,0.0295729837232375,0.0194224832819103,0.0162907844995079
"BRA","Brazil",-0.0135725940081741,-0.0152522438843281,-0.013452835063166,-0.0103753155893281,-0.0088862645811732,-0.00965613639450197,-0.00571460071714475,-0.000844252118210653,0.00221987401302359,-0.00502941212834712,-0.00619908845155004,0.0237347282837925,0.0261017790905986,0.030943320785037,0.0297128444217137,0.0460641089096255,0.0539645514508749,0.0407714698833131,0.0385862951180295,-0.0639132258360509,-0.063946141971726,-0.0563541255878853,-0.0681659844419684,-0.0677897195786091,-0.0613058012764721,-0.062049078852354,-0.0763552299341334,-0.0878913215575861,-0.0878298857132935
"BRN","Brunei Darussalam",-0.24490948258424,-0.241492474868415,-0.265128999995513,-0.242177025853297,-0.250769235886512,-0.261074113545266,-0.265348307533296,-0.279948932147053,-0.291202231607256,-0.283060195004188,-0.277482260847199,-0.231820270686949,-0.307229763112762,-0.268846527081325,-0.216598097833698,-0.231149806311393,-0.244827570126792,-0.280564517137128,-0.245598331882469,-0.221122565636117,-0.14056636952146,-0.10459835798205,-0.122197307349873,-0.110458204771184,-0.135528515641141,-0.102038411286102,-0.148769233221795,-0.165061959122731,-0.170428642596258
"BGR","Bulgaria",0.0186466751636781,0.0301801468349578,0.0550342364541889,0.0494142053685126,0.0477651391483532,0.0371407076431855,0.0330161612798589,0.0385446816918366,0.0507813837932883,0.060898863968285,0.0530147196523827,0.0344936373323673,0.0241644534629625,0.0147896959045897,0.023709967817542,0.0154931267888773,0.0171399425018878,0.0158453748813157,0.0216323502220702,0.0285222480405672,0.0263648182144386,0.019501467950623,0.0136536845239162,0.00507128879240232,-0.00493814383513919,-0.0159664095214477,-0.0300896155185132,-0.0481733532083671,-0.0587434870219022
"BFA","Burkina Faso",0.00858120724490108,0.00823025121573523,0.00738655835605845,0.00657902120258658,0.00741911935131939,0.00834733324615877,0.00788826233247514,0.00760893448396016,-0.0100855849883543,-0.0122196736564065,-0.0259934197343916,-0.0831268202785799,-0.0755353066944527,-0.0695561733366122,-0.0591294341464114,-0.0582731811430862,-0.0585460470937031,-0.0651164545294784,-0.0681049536296548,-0.0586542571091445,-0.0477454316097759,-0.0175501622177492,-0.0149482529780962,-0.0147456182227935,-0.0247656171372004,-0.0201270886052241,-0.0163700032647022,-0.0187520345856294,-0.0230156058364491
"BDI","Burundi",-0.0473442204135832,-0.0471807972334426,-0.0472217196677514,-0.047354286372699,-0.0497153641166321,-0.0520399284989227,-0.0465494264260906,-0.040788616761352,-0.0462904477094366,-0.0511351404388609,-0.0620209962703025,-0.101150586272116,-0.105745550607742,-0.0984720201271947,-0.107777569071516,-0.127175507776935,-0.134044727209449,-0.152408724615031,-0.128427052874992,-0.0894952405852041,-0.086838537214447,-0.0681737301637881,-0.0701331202043153,-0.0839276904035569,-0.0857026559386004,-0.0933286206763642,-0.0948978978203986,-0.0891094299946199,-0.092159680246673
"KHM","Cambodia",-0.0661123181743304,-0.0658943066416917,-0.0647938668494069,-0.0634877668049219,-0.0631018984067331,-0.0626906460846412,-0.064015085034363,-0.0650471758115263,-0.0653250599007068,-0.0711252440084651,-0.090747208419467,-0.102780970913556,-0.0996736904356381,-0.101403541536066,-0.0947380468633422,-0.103970311897947,-0.104519359453492,-0.0923549227814078,-0.0997255726253257,-0.101341967146122,-0.107218035178046,-0.107098208381967,-0.111587556163223,-0.116893444641857,-0.115369706954894,-0.11334487956144,-0.108222646460551,-0.113629205148012,-0.118779882674472
"CMR","Cameroon",-0.0917666001845927,-0.0920453225636769,-0.0915239458020526,-0.0909597615058351,-0.0916923492967769,-0.0925489567709746,-0.0882121638248565,-0.0833039734963986,-0.0657175826980291,-0.0768541396168784,-0.0928567897422078,-0.111165880131015,-0.108000127271023,-0.107737551211048,-0.111049957718066,-0.117437201664354,-0.115440491246392,-0.120847488194738,-0.115115033393898,-0.107771236194421,-0.105444299252294,-0.100935277853704,-0.106582243936244,-0.0999243429643107,-0.101944173243364,-0.097867097686533,-0.097125997071442,-0.100621358092787,-0.104412103230243
"CAN","Canada",0.199501887073767,0.198580288368996,0.197361496838801,0.190761340931526,0.190976608763473,0.189536332785547,0.183265135004058,0.177627550893008,0.168671981365575,0.169529124443275,0.176416420412823,0.212052036718853,0.207320022699922,0.206033712309324,0.216640016891194,0.194256552418943,0.188573450145664,0.179873398214584,0.170848898987188,0.168017262222624,0.168049595492504,0.154427197989683,0.138695185482865,0.122169446236517,0.112915509805424,0.109261504547241,0.0795134886685936,0.0530060893523199,0.0503630425002434
"CPV","Cape Verde",0.115616531159869,0.114742457995061,0.11433819842959,0.113763291334268,0.111842881838777,0.109459183582638,0.0853371689367188,0.0618599717434588,0.0621196486382234,0.0521679501210916,0.0929836694289682,0.0668178874718263,0.0722959025518824,0.0745068156714437,0.076062137515939,0.0740331373666843,0.0898880036662312,0.0932022754859658,0.0957195341529,0.126994796630383,0.118627144352511,0.112145225149495,0.104793486919669,0.099960646078754,0.100429847502749,0.114110014519464,0.123662520112038,0.11153368274762,0.109926222031167
"CAF","Central African Republic",-0.0884934877394493,-0.0883419763872248,-0.0877608569559377,-0.0871500584653308,-0.0901275853201966,-0.0929941857207013,-0.0847537828889097,-0.0764765688215541,-0.0793719242748437,-0.117516202399201,-0.117091315620491,-0.164440704821666,-0.166652238806486,-0.165774118105846,-0.157834832505404,-0.176223279749006,-0.18124699660229,-0.175511022841631,-0.183824179098706,-0.190287584702836,-0.206408621664699,-0.182048241829021,-0.175794799907967,-0.178821516469446,-0.179684165084291,-0.186225443375946,-0.182903531513906,-0.183293678997068,-0.188492689967386
"TCD","Chad",-0.106365347438226,-0.106349718433181,-0.104773632409379,-0.103164545787818,-0.102571042443229,-0.101993347805288,-0.100225791580718,-0.0982880901089689,-0.114898355795304,-0.116123673443624,-0.133844610913085,-0.164986918334888,-0.166940674491913,-0.1805722617745,-0.17361824306812,-0.186919721422082,-0.186657428976392,-0.1831087627978,-0.187052435544867,-0.182487179683679,-0.187980915119028,-0.173775983897672,-0.169117455980233,-0.166490738468951,-0.166987075441644,-0.164659882234296,-0.168448710665539,-0.168524931033403,-0.168123912980892
"CHL","Chile",0.113654627272977,0.111704324924682,0.102680877714072,0.097271021302176,0.110126210901644,0.121698605187406,0.120673211033863,0.123117465980855,0.0980772512419549,0.108841809582861,0.121597952598251,0.124077035832404,0.128198102371227,0.131267366323794,0.128518634452199,0.136058982198095,0.135786039912761,0.149374365458227,0.149267651455208,0.159651310517469,0.143097421986158,0.118005427560153,0.111051174036813,0.105569952402371,0.105430809826956,0.116217602244317,0.0922993117632429,0.0869118569002842,0.0780577416986492
"CHN","China",0.0286500297644447,0.028647799769979,0.0235806572584712,0.0186756116678427,0.0227865382449327,0.0295541906293019,0.0160775689162951,0.0047016376556337,0.0220998665853215,0.0110122999841942,0.0338362178501808,0.117231065032467,0.120204463296261,0.138218269342758,0.148670325577193,0.180577896999873,0.182024244988916,0.187432279340441,0.195967250982233,0.0466859199836059,0.0598225433018655,0.0576739194700266,0.055509505516657,0.0558913265643907,0.116314305361122,0.143044076181425,0.143199919102175,0.136148757331356,0.127559546506958
"COL","Colombia",-0.0587870146906445,-0.0590906980087906,-0.059469196746535,-0.0580970706535926,-0.0539848111327353,-0.0499586245636653,-0.0414561768508724,-0.0330345562028525,-0.0254780959326633,-0.0210124172054733,-0.0179270181620821,-0.0501766581724069,-0.0591939572325393,-0.0479995990971832,-0.0365128093458409,-0.0376373712389776,-0.0277446754501211,-0.033462935615038,-0.0366757962733782,-0.0204385986926144,-0.0186909247402265,-0.0261943311054002,-0.0307700045807637,-0.0316256555571939,-0.0337580602491006,-0.0267429045841712,-0.0414921011029984,-0.0563417856760133,-0.051927434470802
"COM","Comoros",-0.0481080132892874,-0.0480030850973664,-0.0470833215618721,-0.045901825327443,-0.0455576834752895,-0.0460046404437078,-0.0346867546459594,-0.023342712707294,-0.0243758965637789,-0.0371896761900252,-0.0183809238036895,-0.0543821869698595,-0.0531291266983791,-0.0614801966232619,-0.0665758107036915,-0.0678626189627374,-0.0679158530941918,-0.0674602831654816,-0.0575211317997981,-0.0385662709838229,-0.0556683695097729,-0.0440788685583966,-0.04602720946958,-0.0567451059301982,-0.0739916532850231,-0.0828136717780922,-0.0891178399697939,-0.0847898675096765,-0.0651771610654133
"COG","Congo",-0.0677784455127461,-0.068314947305678,-0.0810905337859464,-0.0944840471538321,-0.0840469652941675,-0.0739404320978908,-0.0772247786820346,-0.0803939718661827,-0.086192820021632,-0.0819916889456321,-0.0950518615486492,-0.136292472138732,-0.13729416337267,-0.139309497425327,-0.141325713541621,-0.153052303931851,-0.155788895208005,-0.17015870448346,-0.163487575109872,-0.159417889042748,-0.161102324452792,-0.134060493734585,-0.14868203539587,-0.152904040163163,-0.158725912899061,-0.155526805940293,-0.155233648212724,-0.153565797878125,-0.153014246430749
"COD","Congo, the Democratic Republic o",-0.0669496873189438,-0.0670812649988507,-0.0671113361740385,-0.067194932079565,-0.0672130653822109,-0.0667402994014641,-0.0663387551409964,-0.0659278169833473,-0.0655245801727745,-0.0651530374186927,-0.0851583440528318,-0.147302808803523,-0.148868049003365,-0.149299186690698,-0.14944206545784,-0.175129330122371,-0.155048438598456,-0.153783269441176,-0.150793908419818,-0.151637468464638,-0.139200536502603,-0.0939972655418618,-0.0992635625432701,-0.0924282847726136,-0.0946699192722324,-0.0935613415907061,-0.0915861666394047,-0.0918528512240165,-0.0921689382914364
"CRI","Costa Rica",0.0470533214413677,0.0455384362506275,0.0495899322482242,0.050586735666962,0.0460035313357821,0.0427080825446154,0.0281393606924036,0.0206438692463313,0.0261724522193464,0.00873282941131381,0.0168860747051392,-0.00502903392110093,-0.00202776608686195,0.00825965585216476,0.0263807737170235,0.0307795973742712,0.0217491668569397,0.0244863123112556,0.0335537113681197,0.0620595900969426,0.0597537023633872,0.0480626196593851,0.0260953115621081,0.0275425458250038,0.0260709901369387,0.0312550973354054,0.00919501989554056,-0.000821391694124096,0.00453986715255916
"CIV","Cote d'Ivoire",-0.0223704115938399,-0.0240284150583617,-0.0350286260205183,-0.0456952656037791,-0.0564939801076668,-0.067075307477836,-0.0675749109952519,-0.067917595493156,-0.0842092399617655,-0.102724300545115,-0.119136703411146,-0.162433432928513,-0.139895250707478,-0.144087972759282,-0.147601772005703,-0.166163825715994,-0.158548166886937,-0.141535846534237,-0.131980066816652,-0.0854477256612289,-0.0715943791101366,-0.0614284698444733,-0.0634046118357285,-0.0602848735678986,-0.0558909722366288,-0.0509071193445216,-0.0410061722445877,-0.0391064899833451,-0.0387225692864427
"HRV","Croatia",0.0108045775734643,0.00835918220053389,0.00644485156366192,0.00530059330157095,0.0285439435659793,0.052816629482524,0.0659536265636106,0.0726386734267145,0.0807896144329351,0.0786551477849676,0.0610318654662549,0.0284113574176774,0.0277792599035001,0.015239741339429,0.00930886111260149,0.0292411100789634,0.0219632872922926,0.0166421196088637,0.0285230718171265,0.0406404029280072,0.0428037482561687,0.0298719411194573,0.00998846165665634,-0.00151722259791892,-0.0105232818869718,0.0018936587204304,-0.0359061601421057,-0.0496957978211003,-0.0640707676553169
"CUB","Cuba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CYP","Cyprus",0.0809239606449232,0.0806928417886006,0.0698725822334999,0.0568408430139557,0.0548609630100478,0.0503564156895016,0.0483425847821312,0.0534547848988965,0.0603833909736075,0.0302179493039744,0.0486763203412273,0.119268485854063,0.107156258044147,0.118786487874072,0.0164082623306451,0.018148871600334,0.00809116295330164,0.0444408638338182,0.060678552145636,0.0644215660524203,0.0518714169712859,0.0142853367650048,0.0109845712810879,-0.0091350300284429,-0.0258371348915283,-0.0300513585697838,-0.0524164123865763,-0.0822646286035491,-0.0943979242460913
"CZE","Czech Republic",0.0615982599105671,0.0583736924082435,0.0514853656705145,0.0472996291259038,0.0318867391805245,0.0160651887689651,0.0213619839920848,0.0284249110832232,0.0390949303006678,0.0274842084600543,0.0276924011323586,0.0185543195553478,0.0164243184863676,0.0149098919982936,0.0164161411008388,0.0278362406669462,0.0316479209700513,0.0334901000207239,0.0389105570339235,0.0546968929897036,0.0525849206006053,0.0414536313197345,0.0298630251065221,0.0109555632720084,-0.0050136069553155,-0.00606538653078048,-0.0182237165429909,-0.0324178497368682,-0.031267347232752
"DNK","Denmark",0.265695440321673,0.262851135316193,0.258417301994433,0.257133537479787,0.262406267856582,0.261360628076317,0.259963312786628,0.26016577905359,0.268354447076038,0.267226078429805,0.260423835281361,0.31281676967235,0.306493853160519,0.291913118757144,0.297864522367509,0.289321900941584,0.293313553859233,0.298946181552844,0.299357760063961,0.292978833098763,0.284873625837162,0.254290795719908,0.236386604251152,0.222312487572576,0.201233317131941,0.201196449470742,0.167189737804545,0.135770493217336,0.151390533707042
"DJI","Djibouti",-0.0330351856541173,-0.0330227372383542,-0.0315502387764435,-0.0301174539963144,-0.0283538772070021,-0.0265687994442589,-0.0259897729519279,-0.0253645457994436,-0.026691434534248,-0.00954891474087871,-0.0103477172552607,-0.0598962201321683,-0.0500091178266934,-0.0278856363318566,-0.0294978137412907,-0.0448514188555719,-0.0514664889724085,-0.0538826357023716,-0.0580232123130358,-0.040846136092352,-0.0432361056618984,-0.0478729148586725,-0.0313182759917446,-0.037854050822104,-0.0408938445893834,-0.0315509860433025,-0.0368085210241157,-0.0380312817554768,-0.0395105214748372
"DMA","Dominica",0.240126614473915,0.23882726525605,0.238496005006008,0.23781376694895,0.235926175731412,0.233105757052779,0.231657413981906,0.231470617895072,0.22930113897383,0.216455212381542,0.243872210397112,0.172590101324255,0.169770241171321,0.179335762379328,0.181142422708824,0.172454348106361,0.167850257734856,0.158229668284098,0.162246381860496,0.170326253384033,0.156934891374152,0.1497821515063,0.150560221575756,0.130868656442314,0.105220505807709,0.111557976802232,0.100850630316691,0.0896953093147754,0.0826350898452223
"DOM","Dominican Republic",-0.0441145542734304,-0.0454343796218697,-0.0620642667019499,-0.0759341706725665,-0.0741437920899045,-0.071887223536927,-0.0600514713720009,-0.053297474820015,-0.0707186495442864,-0.0589506365427302,-0.0768260219090909,-0.0830983012534003,-0.0817229329401735,-0.0685947539319039,-0.0536888861271248,-0.0698599753117742,-0.075565310718666,-0.0771108702929336,-0.084782472672353,-0.0753117318932878,-0.0809327453354204,-0.0930926850234472,-0.0975595017474223,-0.107106790460917,-0.113169610453364,-0.105808160546323,-0.107272966447232,-0.108847685082736,-0.114746409384906
